BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,Year,ActualCount,AdjustedForecast
"The SR 35 ? Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",2005,416935-1,2,4,FL,No Tolls on 1+ lane,5250,2018,2,2005,5-Consultant,1-Traffic count trend,,"12-9234-416935-1-The SR 35 ? Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",1,12-24927-180002,2008,15100,180002,Florida,12-24927-180002,3-Principal Arterial,2020,NA,4250
"The SR 35 ? Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",2005,416935-1,2,4,FL,No Tolls on 1+ lane,6250,2028,3,2005,5-Consultant,1-Traffic count trend,,"12-9234-416935-1-The SR 35 ? Traffic Signals Projec from 0.100 miles south of CR 462 East (M.P. 24.871) to CR 462 East
(M.P. 24.971).",1,12-24927-180002,2008,15100,180002,Florida,12-24927-180002,3-Principal Arterial,2030,NA,4250
Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),2005,411257-4,4,3,FL,No Tolls on 1+ lane,12200,2010,1,2005,5-Consultant,4-Regional travel model,SR 35,12-9041-411257-4-Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),1,12-24744-180100,2010,13900,180100,Florida,12-24744-180100,3-Principal Arterial,2012,13900,12200
Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),2005,411257-4,4,3,FL,No Tolls on 1+ lane,16200,2020,2,2005,5-Consultant,4-Regional travel model,SR 35,12-9041-411257-4-Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),1,12-24744-180100,2010,13900,180100,Florida,12-24744-180100,3-Principal Arterial,2022,NA,12250
Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),2005,411257-4,4,3,FL,No Tolls on 1+ lane,20100,2030,3,2005,5-Consultant,4-Regional travel model,SR 35,12-9041-411257-4-Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),1,12-24744-180100,2010,13900,180100,Florida,12-24744-180100,3-Principal Arterial,2032,NA,12200
"The SR 35 - Resurfacing Project from SR 91/Florida?s Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2007,419593-1,1,1,FL,No Tolls on 1+ lane,12400,2009,1,2007,5-Consultant,1-Traffic count trend,,"12-9194-419593-1-The SR 35 - Resurfacing Project from SR 91/Florida?s Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2,12-24889-180100,2009,13700,180100,Florida,12-24889-180100,3-Principal Arterial,2010,13700,12400
"The SR 35 - Resurfacing Project from SR 91/Florida?s Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2007,419593-1,1,1,FL,No Tolls on 1+ lane,18500,2019,2,2007,5-Consultant,1-Traffic count trend,,"12-9194-419593-1-The SR 35 - Resurfacing Project from SR 91/Florida?s Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2,12-24889-180100,2009,13700,180100,Florida,12-24889-180100,3-Principal Arterial,2020,NA,10800
"The SR 35 - Resurfacing Project from SR 91/Florida?s Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2007,419593-1,1,1,FL,No Tolls on 1+ lane,24600,2029,3,2007,5-Consultant,1-Traffic count trend,,"12-9194-419593-1-The SR 35 - Resurfacing Project from SR 91/Florida?s Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2,12-24889-180100,2009,13700,180100,Florida,12-24889-180100,3-Principal Arterial,2030,NA,9200
"The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",2007,419592-1,1,3,FL,No Tolls on 1+ lane,15600,2009,1,2007,5-Consultant,4-Regional travel model,,"12-9195-419592-1-The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",1,12-24889-180100,2009,13700,180100,Florida,12-24889-180100,3-Principal Arterial,2010,13700,15600
"The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",2007,419592-1,1,3,FL,No Tolls on 1+ lane,18500,2019,2,2007,5-Consultant,4-Regional travel model,,"12-9195-419592-1-The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",1,12-24889-180100,2009,13700,180100,Florida,12-24889-180100,3-Principal Arterial,2020,NA,15650
"The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",2007,419592-1,1,3,FL,No Tolls on 1+ lane,21300,2029,3,2007,5-Consultant,4-Regional travel model,,"12-9195-419592-1-The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",1,12-24889-180100,2009,13700,180100,Florida,12-24889-180100,3-Principal Arterial,2030,NA,15600
SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),2003,411476-1,1,3,FL,No Tolls on 1+ lane,29800,2010,1,2003,5-Consultant,4-Regional travel model,SR 5,12-9042-411476-1-SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),1,12-24745-880165,2010,20500,880165,Florida,12-24745-880165,3-Principal Arterial,2011,20500,29800
SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),2003,411476-1,1,3,FL,No Tolls on 1+ lane,37100,2020,2,2003,5-Consultant,4-Regional travel model,SR 5,12-9042-411476-1-SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),1,12-24745-880165,2010,20500,880165,Florida,12-24745-880165,3-Principal Arterial,2021,NA,29750
SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),2003,411476-1,1,3,FL,No Tolls on 1+ lane,44500,2030,3,2003,5-Consultant,4-Regional travel model,SR 5,12-9042-411476-1-SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),1,12-24745-880165,2010,20500,880165,Florida,12-24745-880165,3-Principal Arterial,2031,NA,29800
SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),2003,411603-1,1,3,FL,No Tolls on 1+ lane,38800,2006,1,2003,5-Consultant,4-Regional travel model,SR 25,12-9043-411603-1-SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),1,12-24746-111012,2006,25000,111012,Florida,12-24746-111012,3-Principal Arterial,2007,25000,38800
SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),2003,411603-1,1,3,FL,No Tolls on 1+ lane,48200,2016,2,2003,5-Consultant,4-Regional travel model,SR 25,12-9043-411603-1-SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),1,12-24746-111012,2006,25000,111012,Florida,12-24746-111012,3-Principal Arterial,2017,NA,38800
SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),2003,411603-1,1,3,FL,No Tolls on 1+ lane,2026,2026,3,2003,5-Consultant,4-Regional travel model,SR 25,12-9043-411603-1-SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),1,12-24746-111012,2006,25000,111012,Florida,12-24746-111012,3-Principal Arterial,2027,NA,-16774
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,52600,2006,1,2004,5-Consultant,4-Regional travel model,US 441- 0.078 Mi. N of Water Oaks Blvd,12-9044-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),1,12-24747-111012,2006,25000,111012,Florida,12-24747-111012,3-Principal Arterial,2007,25000,52600
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,66000,2016,2,2004,5-Consultant,4-Regional travel model,US 441- 0.078 Mi. N of Water Oaks Blvd,12-9044-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),1,12-24747-111012,2006,25000,111012,Florida,12-24747-111012,3-Principal Arterial,2017,NA,52600
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,79400,2026,3,2004,5-Consultant,4-Regional travel model,US 441- 0.078 Mi. N of Water Oaks Blvd,12-9044-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),1,12-24747-111012,2006,25000,111012,Florida,12-24747-111012,3-Principal Arterial,2027,NA,52600
"SR 500 ? Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",2005,238395-5,4,3,FL,No Tolls on 1+ lane,40050,2007,1,2005,5-Consultant,5-Professional judgement,from Lake Ella Rd. (M.P. 9.041) to Avenida Central South,"12-9096-238395-5-SR 500 ? Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",1,12-24795-111021,2007,34500,111021,Florida,12-24795-111021,3-Principal Arterial,2009,34500,40050
"SR 500 ? Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",2005,238395-5,4,3,FL,No Tolls on 1+ lane,52800,2017,2,2005,5-Consultant,5-Professional judgement,from Lake Ella Rd. (M.P. 9.041) to Avenida Central South,"12-9096-238395-5-SR 500 ? Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",1,12-24795-111021,2007,34500,111021,Florida,12-24795-111021,3-Principal Arterial,2019,NA,40025
"SR 500 ? Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",2005,238395-5,4,3,FL,No Tolls on 1+ lane,65600,2027,3,2005,5-Consultant,5-Professional judgement,from Lake Ella Rd. (M.P. 9.041) to Avenida Central South,"12-9096-238395-5-SR 500 ? Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",1,12-24795-111021,2007,34500,111021,Florida,12-24795-111021,3-Principal Arterial,2029,NA,40050
SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),2006,411612-1,1,3,FL,No Tolls on 1+ lane,15900,2008,1,2006,5-Consultant,4-Regional travel model,,12-9046-411612-1-SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),1,12-24749-115176,2008,15500,115176,Florida,12-24749-115176,4-Minor Arterial,2009,15500,15900
SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),2006,411612-1,1,3,FL,No Tolls on 1+ lane,18200,2018,2,2006,5-Consultant,4-Regional travel model,,12-9046-411612-1-SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),1,12-24749-115176,2008,15500,115176,Florida,12-24749-115176,4-Minor Arterial,2019,NA,15900
SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),2006,411612-1,1,3,FL,No Tolls on 1+ lane,20500,2028,3,2006,5-Consultant,4-Regional travel model,,12-9046-411612-1-SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),1,12-24749-115176,2008,15500,115176,Florida,12-24749-115176,4-Minor Arterial,2029,NA,15900
"SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",2003,411613-1,1,1,FL,No Tolls on 1+ lane,10200,2006,1,2003,5-Consultant,4-Regional travel model,SR 40 East of Deborah Drive,"12-9047-411613-1-SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",1,12-24750-110503,2006,7400,110503,Florida,12-24750-110503,3-Principal Arterial,2007,7400,10200
"SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",2003,411613-1,1,1,FL,No Tolls on 1+ lane,11800,2016,2,2003,5-Consultant,4-Regional travel model,SR 40 East of Deborah Drive,"12-9047-411613-1-SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",1,12-24750-110503,2006,7400,110503,Florida,12-24750-110503,3-Principal Arterial,2017,NA,10150
"SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",2003,411613-1,1,1,FL,No Tolls on 1+ lane,13500,2026,3,2003,5-Consultant,4-Regional travel model,SR 40 East of Deborah Drive,"12-9047-411613-1-SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",1,12-24750-110503,2006,7400,110503,Florida,12-24750-110503,3-Principal Arterial,2027,NA,10200
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,6700,2006,1,2003,5-Consultant,4-Regional travel model,SR 40- 0.204 Mi. E CR-445 A,"12-9049-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2,12-24752-110503,2006,7400,110503,Florida,12-24752-110503,3-Principal Arterial,2007,7400,6700
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,10900,2016,2,2003,5-Consultant,4-Regional travel model,SR 40- 0.204 Mi. E CR-445 A,"12-9049-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2,12-24752-110503,2006,7400,110503,Florida,12-24752-110503,3-Principal Arterial,2017,NA,8700
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,14100,2026,3,2003,5-Consultant,4-Regional travel model,SR 40- 0.204 Mi. E CR-445 A,"12-9049-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2,12-24752-110503,2006,7400,110503,Florida,12-24752-110503,3-Principal Arterial,2027,NA,9700
"The SR 46 Add Turn Lane(s) from East of Wekiva Park Dr (M.P. 0.339) to West of Longwood
Markham Rd (M.P. 0.660)",2004,415978-1,4,1,FL,No Tolls on 1+ lane,20800,2007,1,2004,5-Consultant,1-Traffic count trend,MP .339 to MP 0.660,"12-9250-415978-1-The SR 46 Add Turn Lane(s) from East of Wekiva Park Dr (M.P. 0.339) to West of Longwood
Markham Rd (M.P. 0.660)",1,12-24943-770074,2007,23000,770074,Florida,12-24943-770074,3-Principal Arterial,2009,23000,20800
"The SR 46 Add Turn Lane(s) from East of Wekiva Park Dr (M.P. 0.339) to West of Longwood
Markham Rd (M.P. 0.660)",2004,415978-1,4,1,FL,No Tolls on 1+ lane,28300,2017,2,2004,5-Consultant,1-Traffic count trend,MP .339 to MP 0.660,"12-9250-415978-1-The SR 46 Add Turn Lane(s) from East of Wekiva Park Dr (M.P. 0.339) to West of Longwood
Markham Rd (M.P. 0.660)",1,12-24943-770074,2007,23000,770074,Florida,12-24943-770074,3-Principal Arterial,2019,NA,20800
"The SR 46 Add Turn Lane(s) from East of Wekiva Park Dr (M.P. 0.339) to West of Longwood
Markham Rd (M.P. 0.660)",2004,415978-1,4,1,FL,No Tolls on 1+ lane,35800,2027,3,2004,5-Consultant,1-Traffic count trend,MP .339 to MP 0.660,"12-9250-415978-1-The SR 46 Add Turn Lane(s) from East of Wekiva Park Dr (M.P. 0.339) to West of Longwood
Markham Rd (M.P. 0.660)",1,12-24943-770074,2007,23000,770074,Florida,12-24943-770074,3-Principal Arterial,2029,NA,20800
"The SR 46 Resurfacing Project from West of CR 46A (M.P. 11.200) to the Seminole County Line
(M.P. 13.710).",2007,421977-1,1,1,FL,No Tolls on 1+ lane,24300,2010,1,2007,5-Consultant,1-Traffic count trend,MP 11.2 to MP 13.710,"12-9186-421977-1-The SR 46 Resurfacing Project from West of CR 46A (M.P. 11.200) to the Seminole County Line
(M.P. 13.710).",1,12-24881-770074,2010,19600,770074,Florida,12-24881-770074,3-Principal Arterial,2011,19600,24300
"The SR 46 Resurfacing Project from West of CR 46A (M.P. 11.200) to the Seminole County Line
(M.P. 13.710).",2007,421977-1,1,1,FL,No Tolls on 1+ lane,32500,2020,2,2007,5-Consultant,1-Traffic count trend,MP 11.2 to MP 13.710,"12-9186-421977-1-The SR 46 Resurfacing Project from West of CR 46A (M.P. 11.200) to the Seminole County Line
(M.P. 13.710).",1,12-24881-770074,2010,19600,770074,Florida,12-24881-770074,3-Principal Arterial,2021,NA,24350
"The SR 46 Resurfacing Project from West of CR 46A (M.P. 11.200) to the Seminole County Line
(M.P. 13.710).",2007,421977-1,1,1,FL,No Tolls on 1+ lane,40600,2030,3,2007,5-Consultant,1-Traffic count trend,MP 11.2 to MP 13.710,"12-9186-421977-1-The SR 46 Resurfacing Project from West of CR 46A (M.P. 11.200) to the Seminole County Line
(M.P. 13.710).",1,12-24881-770074,2010,19600,770074,Florida,12-24881-770074,3-Principal Arterial,2031,NA,24300
The Add Right Turn Lane(s) Project for US 92 west of West Parkway,2004,415977-1,4,3,FL,No Tolls on 1+ lane,21100,2006,1,2004,5-Consultant,5-Professional judgement,West Parkway,12-9251-415977-1-The Add Right Turn Lane(s) Project for US 92 west of West Parkway,1,12-24944-791001,2006,29000,791001,Florida,12-24944-791001,3-Principal Arterial,2008,29000,21100
The Add Right Turn Lane(s) Project for US 92 west of West Parkway,2004,415977-1,4,3,FL,No Tolls on 1+ lane,24400,2016,2,2004,5-Consultant,5-Professional judgement,West Parkway,12-9251-415977-1-The Add Right Turn Lane(s) Project for US 92 west of West Parkway,1,12-24944-791001,2006,29000,791001,Florida,12-24944-791001,3-Principal Arterial,2018,NA,21150
The Add Right Turn Lane(s) Project for US 92 west of West Parkway,2004,415977-1,4,3,FL,No Tolls on 1+ lane,27600,2026,3,2004,5-Consultant,5-Professional judgement,West Parkway,12-9251-415977-1-The Add Right Turn Lane(s) Project for US 92 west of West Parkway,1,12-24944-791001,2006,29000,791001,Florida,12-24944-791001,3-Principal Arterial,2028,NA,21100
Resurfacing of SR 600 (US 92) from SR 15/600 (US17/92) from MP 0.000 to MO 2.736,2002,411778-1,1,3,FL,No Tolls on 1+ lane,28400,2005,1,2002,5-Consultant,4-Regional travel model,"S.R. 600, east of S.R. 15/600",12-9074-411778-1-Resurfacing of SR 600 (US 92) from SR 15/600 (US17/92) from MP 0.000 to MO 2.736,1,12-24776-791001,2005,28500,791001,Florida,12-24776-791001,3-Principal Arterial,2006,28500,28400
Resurfacing of SR 600 (US 92) from SR 15/600 (US17/92) from MP 0.000 to MO 2.736,2002,411778-1,1,3,FL,No Tolls on 1+ lane,33900,2015,2,2002,5-Consultant,4-Regional travel model,"S.R. 600, east of S.R. 15/600",12-9074-411778-1-Resurfacing of SR 600 (US 92) from SR 15/600 (US17/92) from MP 0.000 to MO 2.736,1,12-24776-791001,2005,28500,791001,Florida,12-24776-791001,3-Principal Arterial,2016,25500,28350
Resurfacing of SR 600 (US 92) from SR 15/600 (US17/92) from MP 0.000 to MO 2.736,2002,411778-1,1,3,FL,No Tolls on 1+ lane,39500,2025,3,2002,5-Consultant,4-Regional travel model,"S.R. 600, east of S.R. 15/600",12-9074-411778-1-Resurfacing of SR 600 (US 92) from SR 15/600 (US17/92) from MP 0.000 to MO 2.736,1,12-24776-791001,2005,28500,791001,Florida,12-24776-791001,3-Principal Arterial,2026,NA,28400
"The SR 5054 Add Left Turn Lane(s) project from Washburn Road (M.P. 1.264) to eastward
(M.P. 1.564)",2009,415973-1,4,3,FL,No Tolls on 1+ lane,15400,2011,1,2009,5-Consultant,5-Professional judgement,Washburn Road,"12-9252-415973-1-The SR 5054 Add Left Turn Lane(s) project from Washburn Road (M.P. 1.264) to eastward
(M.P. 1.564)",1,12-24945-180202,2011,7700,180202,Florida,12-24945-180202,4-Minor Arterial,2013,7700,15400
"The SR 5054 Add Left Turn Lane(s) project from Washburn Road (M.P. 1.264) to eastward
(M.P. 1.564)",2009,415973-1,4,3,FL,No Tolls on 1+ lane,17700,2021,2,2009,5-Consultant,5-Professional judgement,Washburn Road,"12-9252-415973-1-The SR 5054 Add Left Turn Lane(s) project from Washburn Road (M.P. 1.264) to eastward
(M.P. 1.564)",1,12-24945-180202,2011,7700,180202,Florida,12-24945-180202,4-Minor Arterial,2023,NA,15400
"The SR 5054 Add Left Turn Lane(s) project from Washburn Road (M.P. 1.264) to eastward
(M.P. 1.564)",2009,415973-1,4,3,FL,No Tolls on 1+ lane,20000,2031,3,2009,5-Consultant,5-Professional judgement,Washburn Road,"12-9252-415973-1-The SR 5054 Add Left Turn Lane(s) project from Washburn Road (M.P. 1.264) to eastward
(M.P. 1.564)",1,12-24945-180202,2011,7700,180202,Florida,12-24945-180202,4-Minor Arterial,2033,NA,15400
