BriefDescription,County,ForecastMethodology,ForecastYear,ForecastYearType,FunctionalClass,ImprovementType,InternalProjectID,Length_miles,SegmentDescription,SegmentID,State,TollType,TrafficForecast,YearForecastProduced,Year_ofObservation,Count,main_ProjectInformation_ProjectID,main_TrafficForecast_ProjectID,AdjustedForecast,n,Error,PercentError,AbsPE
"The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",Orange,5.00,2006,1,3,1,413603-1,10.93000031,,2,12,1,21700,2003,2007,40000,"12-9583-413603-1-The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",9583,22450,16,17550,78.17371938,78.17371938
"The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",Orange,5.00,2006,1,3,1,413603-1,10.93000031,,2,12,1,21700,2003,2007,40000,"12-9583-413603-1-The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",9583,22145,16,17855,80.62768119,80.62768119
"The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",Orange,5.00,2006,1,3,1,413603-1,10.93000031,,2,12,1,21700,2003,2007,28500,"12-9583-413603-1-The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",9583,22450,16,6050,26.94877506,26.94877506
"The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",Orange,5.00,2006,1,3,1,413603-1,10.93000031,,2,12,1,21700,2003,2007,28500,"12-9583-413603-1-The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",9583,22145,16,6355,28.69722285,28.69722285
The SR 421 Resurfacing Project from SR 5A (M.P. 2.322) to SR 5 (M.P. 4.001).,Volusia,5.00,2006,1,3,1,413584-1,1.67900002,,1,12,1,33200,2003,2007,28000,12-9265-413584-1-The SR 421 Resurfacing Project from SR 5A (M.P. 2.322) to SR 5 (M.P. 4.001).,9265,33975,2,-5975,-17.58646063,17.58646063
The SR 421 Resurfacing Project from SR 5A (M.P. 2.322) to SR 5 (M.P. 4.001).,Volusia,5.00,2006,1,3,1,413584-1,1.67900002,,1,12,1,33200,2003,2007,28000,12-9584-413584-1-The SR 421 Resurfacing Project from SR 5A (M.P. 2.322) to SR 5 (M.P. 4.001).,9584,33975,2,-5975,-17.58646063,17.58646063
The SR 200 Resurfacing Project from I-75 (M.P. 14.975) to SR25/US301/US 44 (M.P. 18.435),Marion,4.00,2006,1,3,1,413583-1,3.460000038,MP 14.975 to MP 18/435,1,12,1,38500,2003,2007,45500,12-9266-413583-1-The SR 200 Resurfacing Project from I-75 (M.P. 14.975) to SR25/US301/US 44 (M.P. 18.435),9266,38875,2,6625,17.04180064,17.04180064
The SR 200 Resurfacing Project from I-75 (M.P. 14.975) to SR25/US301/US 44 (M.P. 18.435),Marion,4.00,2006,1,3,1,413583-1,3.460000038,MP 14.975 to MP 18/435,1,12,1,38500,2003,2007,45500,12-9585-413583-1-The SR 200 Resurfacing Project from I-75 (M.P. 14.975) to SR25/US301/US 44 (M.P. 18.435),9585,38875,2,6625,17.04180064,17.04180064
The SR 600 Resurfacing Project from I-4 (M.P. 13.178) to Bellvue Road (M.P. 15.444).,Volusia,4.00,2006,1,3,1,413582-1,2.266000032,MP 13.178 to MP 15.444,1,12,1,32700,2003,2007,29000,12-9267-413582-1-The SR 600 Resurfacing Project from I-4 (M.P. 13.178) to Bellvue Road (M.P. 15.444).,9267,33855,2,-4855,-14.34057008,14.34057008
The SR 600 Resurfacing Project from I-4 (M.P. 13.178) to Bellvue Road (M.P. 15.444).,Volusia,4.00,2006,1,3,1,413582-1,2.266000032,MP 13.178 to MP 15.444,1,12,1,32700,2003,2007,29000,12-9586-413582-1-The SR 600 Resurfacing Project from I-4 (M.P. 13.178) to Bellvue Road (M.P. 15.444).,9586,33855,2,-4855,-14.34057008,14.34057008
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,1,12,1,46400,2003,2007,46000,"12-9268-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9268,46850,16,-850,-1.814300961,1.814300961
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,1,12,1,46400,2003,2007,46000,"12-9268-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9268,46950,16,-950,-2.02342918,2.02342918
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,1,12,1,46400,2003,2007,56000,"12-9268-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9268,46850,16,9150,19.53041622,19.53041622
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,1,12,1,46400,2003,2007,56000,"12-9268-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9268,46950,16,9050,19.27582535,19.27582535
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,2,12,1,56700,2003,2007,46000,"12-9269-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9269,57150,16,-11150,-19.51006124,19.51006124
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,2,12,1,56700,2003,2007,46000,"12-9269-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9269,57250,16,-11250,-19.65065502,19.65065502
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,2,12,1,56700,2003,2007,56000,"12-9269-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9269,57150,16,-1150,-2.012248469,2.012248469
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,2,12,1,56700,2003,2007,56000,"12-9269-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9269,57250,16,-1250,-2.183406114,2.183406114
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,1,12,1,46400,2003,2007,46000,"12-9587-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9587,46850,16,-850,-1.814300961,1.814300961
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,1,12,1,46400,2003,2007,46000,"12-9587-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9587,46950,16,-950,-2.02342918,2.02342918
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,1,12,1,46400,2003,2007,56000,"12-9587-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9587,46850,16,9150,19.53041622,19.53041622
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,1,12,1,46400,2003,2007,56000,"12-9587-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9587,46950,16,9050,19.27582535,19.27582535
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,2,12,1,56700,2003,2007,46000,"12-9588-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9588,57150,16,-11150,-19.51006124,19.51006124
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,2,12,1,56700,2003,2007,46000,"12-9588-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9588,57250,16,-11250,-19.65065502,19.65065502
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,2,12,1,56700,2003,2007,56000,"12-9588-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9588,57150,16,-1150,-2.012248469,2.012248469
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",Orange,5.00,2006,1,3,1,413578-1,2.503999949,,2,12,1,56700,2003,2007,56000,"12-9588-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",9588,57250,16,-1250,-2.183406114,2.183406114
"The SR 426 Resurfacing Project on SR 426 from 430 ft East of SR 15/US 17/92 (M.P. 1.176) to Pennsylvania
Avenue (M.P. 1.611)",Orange,5.00,2006,1,4,1,413577-1,0.435000002,,1,12,1,39100,2004,2007,38000,"12-9270-413577-1-The SR 426 Resurfacing Project on SR 426 from 430 ft East of SR 15/US 17/92 (M.P. 1.176) to Pennsylvania
Avenue (M.P. 1.611)",9270,39295,2,-1295,-3.29558468,3.29558468
"The SR 426 Resurfacing Project on SR 426 from 430 ft East of SR 15/US 17/92 (M.P. 1.176) to Pennsylvania
Avenue (M.P. 1.611)",Orange,5.00,2006,1,4,1,413577-1,0.435000002,,1,12,1,39100,2004,2007,38000,"12-9589-413577-1-The SR 426 Resurfacing Project on SR 426 from 430 ft East of SR 15/US 17/92 (M.P. 1.176) to Pennsylvania
Avenue (M.P. 1.611)",9589,39295,2,-1295,-3.29558468,3.29558468
The SR 520(EB) Resurfacing Project from US 1 (M.P. 8.727) to Pavement Change at Bridge (M.P. 9.390).,Brevard,5.00,2006,1,3,1,413576-1,0.662999988,,1,12,1,33700,2003,2007,26000,12-9271-413576-1-The SR 520(EB) Resurfacing Project from US 1 (M.P. 8.727) to Pavement Change at Bridge (M.P. 9.390).,9271,34220,2,-8220,-24.02104033,24.02104033
The SR 520(EB) Resurfacing Project from US 1 (M.P. 8.727) to Pavement Change at Bridge (M.P. 9.390).,Brevard,5.00,2006,1,3,1,413576-1,0.662999988,,1,12,1,33700,2003,2007,26000,12-9590-413576-1-The SR 520(EB) Resurfacing Project from US 1 (M.P. 8.727) to Pavement Change at Bridge (M.P. 9.390).,9590,34220,2,-8220,-24.02104033,24.02104033
The SR 46 Resurfacing Project from M.P. 4.583 to M.P. 11.200,Lake,5.00,2006,1,3,1,413575-1,6.617000103,,1,12,1,14500,2003,2007,16400,12-9272-413575-1-The SR 46 Resurfacing Project from M.P. 4.583 to M.P. 11.200,9272,15010,2,1390,9.260493005,9.260493005
The SR 46 Resurfacing Project from M.P. 4.583 to M.P. 11.200,Lake,5.00,2006,1,3,1,413575-1,6.617000103,,1,12,1,14500,2003,2007,16400,12-9591-413575-1-The SR 46 Resurfacing Project from M.P. 4.583 to M.P. 11.200,9591,15010,2,1390,9.260493005,9.260493005
The SR 19 Resurfacing Project from M.P. 0.000 to M.P. 3.816,Lake,5.00,2005,1,4,1,413574-1,3.815999985,,1,12,1,19500,2003,2006,18800,12-9273-413574-1-The SR 19 Resurfacing Project from M.P. 0.000 to M.P. 3.816,9273,19950,2,-1150,-5.764411028,5.764411028
The SR 19 Resurfacing Project from M.P. 0.000 to M.P. 3.816,Lake,5.00,2005,1,4,1,413574-1,3.815999985,,1,12,1,19500,2003,2006,18800,12-9592-413574-1-The SR 19 Resurfacing Project from M.P. 0.000 to M.P. 3.816,9592,19950,2,-1150,-5.764411028,5.764411028
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,1,12,1,15200,2003,2007,18700,"12-9274-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9274,15685,16,3015,19.2221868,19.2221868
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,1,12,1,15200,2003,2007,18700,"12-9274-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9274,15370,16,3330,21.6655823,21.6655823
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,1,12,1,15200,2003,2007,12000,"12-9274-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9274,15685,16,-3685,-23.49378387,23.49378387
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,1,12,1,15200,2003,2007,12000,"12-9274-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9274,15370,16,-3370,-21.92582954,21.92582954
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,2,12,1,5400,2003,2007,18700,"12-9275-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9275,5885,16,12815,217.7570093,217.7570093
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,2,12,1,5400,2003,2007,18700,"12-9275-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9275,5570,16,13130,235.7271095,235.7271095
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,2,12,1,5400,2003,2007,12000,"12-9275-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9275,5885,16,6115,103.9082413,103.9082413
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,2,12,1,5400,2003,2007,12000,"12-9275-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9275,5570,16,6430,115.4398564,115.4398564
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,1,12,1,15200,2003,2007,18700,"12-9593-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9593,15685,16,3015,19.2221868,19.2221868
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,1,12,1,15200,2003,2007,18700,"12-9593-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9593,15370,16,3330,21.6655823,21.6655823
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,1,12,1,15200,2003,2007,12000,"12-9593-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9593,15685,16,-3685,-23.49378387,23.49378387
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,1,12,1,15200,2003,2007,12000,"12-9593-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9593,15370,16,-3370,-21.92582954,21.92582954
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,2,12,1,5400,2003,2007,18700,"12-9594-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9594,5885,16,12815,217.7570093,217.7570093
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,2,12,1,5400,2003,2007,18700,"12-9594-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9594,5570,16,13130,235.7271095,235.7271095
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,2,12,1,5400,2003,2007,12000,"12-9594-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9594,5885,16,6115,103.9082413,103.9082413
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",Flagler,5.00,2006,1,3,1,413571-1,12.78299999,,2,12,1,5400,2003,2007,12000,"12-9594-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",9594,5570,16,6430,115.4398564,115.4398564
"The SR 40 Resurfacing Existing Lanes Project from SR 25/500 US 27/301/441 M.P. 0.000 to NE 64th Avenue M.P.
6.499",Marion,4.00,2005,1,3,1,413570-1,6.499000072,,1,12,1,27600,2003,2006,29000,"12-9276-413570-1-The SR 40 Resurfacing Existing Lanes Project from SR 25/500 US 27/301/441 M.P. 0.000 to NE 64th Avenue M.P.
6.499",9276,27880,2,1120,4.017216643,4.017216643
"The SR 40 Resurfacing Existing Lanes Project from SR 25/500 US 27/301/441 M.P. 0.000 to NE 64th Avenue M.P.
6.499",Marion,4.00,2005,1,3,1,413570-1,6.499000072,,1,12,1,27600,2003,2006,29000,"12-9595-413570-1-The SR 40 Resurfacing Existing Lanes Project from SR 25/500 US 27/301/441 M.P. 0.000 to NE 64th Avenue M.P.
6.499",9595,27880,2,1120,4.017216643,4.017216643
The US 301 Safety Project from Seminole Avenue (M.P. 6.278) to (M.P. 6.342).,Sumter,4.00,2006,1,3,12,413473-1,0.064000003,,1,12,1,6000,2003,2009,9300,12-9277-413473-1-The US 301 Safety Project from Seminole Avenue (M.P. 6.278) to (M.P. 6.342).,9277,6375,2,2925,45.88235294,45.88235294
The US 301 Safety Project from Seminole Avenue (M.P. 6.278) to (M.P. 6.342).,Sumter,4.00,2006,1,3,12,413473-1,0.064000003,,1,12,1,6000,2003,2009,9300,12-9596-413473-1-The US 301 Safety Project from Seminole Avenue (M.P. 6.278) to (M.P. 6.342).,9596,6375,2,2925,45.88235294,45.88235294
"The SR 35/US 301 Resurfacing and Add Left-turn Lane at CR 675, begin south of CR 675 (M.P. 0.888)
and end north of CR 675 (M.P. 1.230).",Sumter,1.00,2005,1,3,5,412357-1,0.342000008,,1,12,1,4700,2003,2008,4900,"12-9278-412357-1-The SR 35/US 301 Resurfacing and Add Left-turn Lane at CR 675, begin south of CR 675 (M.P. 0.888)
and end north of CR 675 (M.P. 1.230).",9278,5030,2,-130,-2.584493042,2.584493042
"The SR 35/US 301 Resurfacing and Add Left-turn Lane at CR 675, begin south of CR 675 (M.P. 0.888)
and end north of CR 675 (M.P. 1.230).",Sumter,1.00,2005,1,3,5,412357-1,0.342000008,,1,12,1,4700,2003,2008,4900,"12-9597-412357-1-The SR 35/US 301 Resurfacing and Add Left-turn Lane at CR 675, begin south of CR 675 (M.P. 0.888)
and end north of CR 675 (M.P. 1.230).",9597,5030,2,-130,-2.584493042,2.584493042
"The SR 518  Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",Brevard,4.00,2008,1,3,1,411997-1,2.683000088,,1,12,1,39200,2006,2009,36000,"12-9279-411997-1-The SR 518  Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",9279,39710,2,-3710,-9.342734827,9.342734827
"The SR 518  Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",Brevard,4.00,2008,1,3,1,411997-1,2.683000088,,1,12,1,39200,2006,2009,36000,"12-9598-411997-1-The SR 518  Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",9598,39710,2,-3710,-9.342734827,9.342734827
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,Lake,4.00,2005,1,3,1,411993-1,8.006999969,North of OBrien Rd,1,12,1,20200,2002,2006,20500,12-9283-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,9283,20630,16,-130,-0.630150267,0.630150267
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,Lake,4.00,2005,1,3,1,411993-1,8.006999969,North of OBrien Rd,1,12,1,20200,2002,2006,20500,12-9283-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,9283,20700,16,-200,-0.966183575,0.966183575
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,Lake,4.00,2005,1,3,1,411993-1,8.006999969,North of OBrien Rd,1,12,1,20200,2002,2006,26000,12-9283-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,9283,20630,16,5370,26.03005332,26.03005332
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,Lake,4.00,2005,1,3,1,411993-1,8.006999969,North of OBrien Rd,1,12,1,20200,2002,2006,26000,12-9283-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,9283,20700,16,5300,25.60386473,25.60386473
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,Lake,6.00,2005,1,3,1,411993-1,8.006999969,South of Palatlakaha Creek Bridge,2,12,1,23400,2002,2006,20500,12-9284-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,9284,23830,16,-3330,-13.97398238,13.97398238
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,Lake,6.00,2005,1,3,1,411993-1,8.006999969,South of Palatlakaha Creek Bridge,2,12,1,23400,2002,2006,20500,12-9284-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,9284,23900,16,-3400,-14.22594142,14.22594142
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,Lake,6.00,2005,1,3,1,411993-1,8.006999969,South of Palatlakaha Creek Bridge,2,12,1,23400,2002,2006,26000,12-9284-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,9284,23830,16,2170,9.106168695,9.106168695
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,Lake,6.00,2005,1,3,1,411993-1,8.006999969,South of Palatlakaha Creek Bridge,2,12,1,23400,2002,2006,26000,12-9284-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.826,9284,23900,16,2100,8.786610879,8.786610879
