PID,County,Rte,Log,FUN CLASS,Project Description,Project Type,Who,Year Forecast Made,"Forecast 
Method",Opening Year,OY ADT Forecast,Design Year,DY ADT Forecast,Notes,Near Actual Open Year,Near Open Yr Count,Recent Cnt Yr or Near DY,Recent or Near DY Count,Revised Design Year Reg.,Adj Rev DY Reg.,Physical Work Complete Date,,Methodology,State,Count Units,Toll Type,CLASS-from Func(check previous excel),Functional Class,Improment Type
93163,PIC,674,1.97,4,PIC-674-0.000||General-system-resurfacing-project.PIC-674-From-US-22-to-FAI-Coun,SHIFT,ODOT OTHER,2015,,2018,2200,2030,2500,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,4,12
93163,PIC,674,4.33,4,PIC-674-0.000||General-system-resurfacing-project.PIC-674-From-US-22-to-FAI-Coun,SHIFT,ODOT OTHER,2015,,2018,3000,2030,3400,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,4,12
93163,PIC,674,8.44,4,PIC-674-0.000||General-system-resurfacing-project.PIC-674-From-US-22-to-FAI-Coun,SHIFT,ODOT OTHER,2015,,2018,4500,2030,4600,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,4,12
17779,COL,45,22.98,4,COL-0045-23.820||AT-THE-INTERSECTION-OF-SR-45-&-CR-444A-CONSTRUCT-LEFT-TURN-STOR,SHIFT,ODOT OTHER,2015,,2018,5700,2038,5900,Functional Class unreliable,,,,,,,,,6,41,1,1,SALEM,4,12
94768,CLA,334,3.23,4,CLA-Middle-Urbana-Rehab||Widen-Middle-Urbana-Road-to-accommodate-center-left-tur,Intersection Improvement,ODOT OTS,2015,,2018,6370,2038,7480,Functional Class unreliable,,,,,,,,,6,41,1,1,SPRINGFIELD,4,2
94768,CLA,334,3.37,4,CLA-Middle-Urbana-Rehab||Widen-Middle-Urbana-Road-to-accommodate-center-left-tur,Intersection Improvement,ODOT OTS,2015,,2018,3270,2038,3800,Functional Class unreliable,,,,,,,,,6,41,1,1,SPRINGFIELD,4,2
,LUC,20,5.83,4,LUC-20A-3.55,SHIFT,ODOT OTHER,2015,,2018,4100,2038,4100,Functional Class unreliable,,,,,,,,,6,41,1,1,TOLEDO,4,12
101007,WOO,105,0.47,5,"WOO-64-0.39-Roundabouts||Convert-two,-stop-controlled-intersections-to-single-la",Intersection Improvement,ODOT OTS,2015,,2018,10650,2038,10960,Functional Class unreliable,,,,,,,,,6,41,1,1,BOWLING,5,2
101007,WOO,105,0.99,5,"WOO-64-0.39-Roundabouts||Convert-two,-stop-controlled-intersections-to-single-la",Intersection Improvement,ODOT OTS,2015,,2018,6470,2038,6610,Functional Class unreliable,,,,,,,,,6,41,1,1,BOWLING,5,2
99037,DAR,571,16.98,5,DAR-571-17.05||Realign-Arcanum-Bears-Mill-Road-approaches-(CR-34-SLM-3.99-to-SLM,Design Designation - Maintenance,ODOT OTS,2015,,2018,3370,2038,3490,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,1
93289,GUE,513,8.6,5,GUE-513-08.65||The-project-includes-the-following-work-items:Replace-Bridge-incl,IMS/IJS/IFS,ODOT OTS,2015,,2018,2120,2038,2140,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,11
93289,GUE,513,8.68,5,GUE-513-08.65||The-project-includes-the-following-work-items:Replace-Bridge-incl,IMS/IJS/IFS,ODOT OTS,2015,,2018,2640,2038,2670,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,11
93289,GUE,513,8.75,5,GUE-513-08.65||The-project-includes-the-following-work-items:Replace-Bridge-incl,IMS/IJS/IFS,ODOT OTS,2015,,2018,3750,2038,3800,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,11
93289,GUE,513,8.81,5,GUE-513-08.65||The-project-includes-the-following-work-items:Replace-Bridge-incl,IMS/IJS/IFS,ODOT OTS,2015,,2018,1320,2038,1350,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,11
78343,GEA,88,2.06,5,GEA-422-17.35-Intersection||Improve-geometrics-and-capacity-at-the-intersection-,Intersection Improvement,ODOT OTS,2015,,2018,2960,2038,3210,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,2
97241,CHP,814,1.54,5,CHP-814-2.39||Replace-deficient-structure-with-new-structure.--Investigate-use-o,SHIFT,ODOT OTHER,2015,,2018,2600,2038,2600,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,12
100186,CLE,132,22.08,5,CLE-132-22.40||Project-to-relocate-a-ditch-encroaching-the-pavement-on-SR-132-in,SHIFT,ODOT OTHER,2015,,2018,4600,2038,6500,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,12
,CLE,133,16.59,5,CLE-133-13.85 ,SHIFT,ODOT OTHER,2015,,2018,3900,2038,4400,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,12
99947,HOL,557,2.775,5,HOL-557/VAR-2.53/VAR||Culvert-replacement-at-several-locations-in-Holmes-County.,SHIFT,ODOT OTHER,2015,,2018,990,2038,1200,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,12
,PRE,725,3.41,5,PRE-725-2.80 ,SHIFT,ODOT OTHER,2015,,2018,1100,2038,1400,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,12
91552,SCI,104,16.52,5,SCI-104-17.44-Deck-Replace||It-is-proposed-to-replace-deck-on-deficient-structur,SHIFT,ODOT OTHER,2015,,2018,2000,2038,2000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,12
,WOO,25,2.18,5,WOO-25-2.05 ,SHIFT,ODOT OTHER,2015,,2018,3100,2030,3300,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,12
,WOO,25,6.09,5,WOO-25-6.10 ,SHIFT,ODOT OTHER,2015,,2018,6500,2030,7700,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,5,12
99960,JEF,213,0.68,5,JEF-213-0.000||Replace-the-traffic-signal-hardware-at-SR-7-&-SR-213-and-at-the-U,SHIFT,ODOT OTHER,2015,,2018,3800,2038,4000,Functional Class unreliable,,,,,,,,,6,41,1,1,STEUBENVILLE-WEIRTON,5,12
94674,CHP,560,6.05,6,CHP-560-5.41||Replace-functionally-obsolete-slab-bridge-with-new-structure.,SHIFT,ODOT OTHER,2015,,2018,800,2038,820,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,6,12
99947,HOL,643,2.06,6,HOL-557/VAR-2.53/VAR||Culvert-replacement-at-several-locations-in-Holmes-County.,SHIFT,ODOT OTHER,2015,,2018,1200,2038,1900,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,6,12
98460,LOG,287,7.14,6,LOG-287-5.90,SHIFT,ODOT OTHER,2015,,2018,1600,2038,1600,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,6,12
84492,HAM,275,40.25,1,HAM-275-39.81||Resurface-and-perform-pavement-repair-on-I-275-from-just-before-F,SHIFT,ODOT OTHER,2016,,2018,76000,2038,92000,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,1,12
84492,HAM,275,41.35,1,HAM-275-39.81||Resurface-and-perform-pavement-repair-on-I-275-from-just-before-F,SHIFT,ODOT OTHER,2016,,2018,83000,2038,100000,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,1,12
102520,LOR,90,20.1,1,LOR-0090-20.55||Add-turn-lanes-to-the-IR-90-eastbound-and-westbound-exit-ramps-a,Intersection Improvement,CONSULTANT,2016,,2018,68780,2038,72880,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,1,2
102520,LOR,90,21.14,1,LOR-0090-20.55||Add-turn-lanes-to-the-IR-90-eastbound-and-westbound-exit-ramps-a,Intersection Improvement,CONSULTANT,2016,,2018,76310,2038,80940,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,1,2
84019,CUY,480,10.27,1,CUY-480-10.38||PM-Resurfacing-of-IR-480-from-approx.-West-130th-St-to-Idlewood-D,SHIFT,ODOT OTHER,2016,,2018,114000,2030,120000,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,1,12
84019,CUY,480,11.08,1,CUY-480-10.38||PM-Resurfacing-of-IR-480-from-approx.-West-130th-St-to-Idlewood-D,SHIFT,ODOT OTHER,2016,,2018,124000,2030,130000,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,1,12
84019,CUY,480,12.33,1,CUY-480-10.38||PM-Resurfacing-of-IR-480-from-approx.-West-130th-St-to-Idlewood-D,SHIFT,ODOT OTHER,2016,,2018,128000,2030,134000,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,1,12
79667,FRA,70,7.42,1,FRA-70-7.600||Repair-of-various-structures-along-IR-70-between-Wilson-Road-and-B,SHIFT,ODOT OTHER,2016,,2018,120000,2038,137000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,1,12
79667,FRA,70,8.44,1,FRA-70-7.600||Repair-of-various-structures-along-IR-70-between-Wilson-Road-and-B,SHIFT,ODOT OTHER,2016,,2018,123000,2038,141000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,1,12
79667,FRA,70,9.43,1,FRA-70-7.600||Repair-of-various-structures-along-IR-70-between-Wilson-Road-and-B,SHIFT,ODOT OTHER,2016,,2018,138000,2038,170000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,1,12
79667,FRA,70,10.57,1,FRA-70-7.600||Repair-of-various-structures-along-IR-70-between-Wilson-Road-and-B,SHIFT,ODOT OTHER,2016,,2018,59000,2038,59000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,1,12
97768,MOT,70,4.69,1,MOT-70/49-VAR||MOT-70-0452---Remove-existing-LMC-overlay-and-replace-with-SDC-co,SHIFT,ODOT OTHER,2016,,2018,42000,2038,48000,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,1,12
97768,MOT,70,7.38,1,MOT-70/49-VAR||MOT-70-0452---Remove-existing-LMC-overlay-and-replace-with-SDC-co,SHIFT,ODOT OTHER,2016,,2018,53000,2038,58000,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,1,12
98640,SHE,75,11.95,1,LOG-287-7.76||Replace-deficient-twin-60q-reinforced-concrete-pipe-(RCP)-culvert.,SHIFT,ODOT OTHER,2016,,2018,34000,2038,35000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,1,12
102702,SHE,75,11.95,1,"SHE-75/SR589-12.07/04.37||Bridge-rehab-SHE-75-12.07,-SFN-7502281.Pier-encasement",SHIFT,ODOT OTHER,2016,,2018,34000,2038,35000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,1,12
84485,GRE,35,8.27,2,GRE-35-7.35||Pavement-Preventative-Maintenance-on-the-Priority-System-for-FY2018,SHIFT,ODOT OTHER,2016,,2018,24000,2030,28000,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,1,12
84485,GRE,35,9.76,2,GRE-35-7.35||Pavement-Preventative-Maintenance-on-the-Priority-System-for-FY2018,SHIFT,ODOT OTHER,2016,,2018,24000,2030,27000,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,1,12
84485,GRE,35,11.07,2,GRE-35-7.35||Pavement-Preventative-Maintenance-on-the-Priority-System-for-FY2018,SHIFT,ODOT OTHER,2016,,2018,22000,2030,26000,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,1,12
99960,JEF,7,19.05,2,JEF-213-0.000||Replace-the-traffic-signal-hardware-at-SR-7-&-SR-213-and-at-the-U,Intersection Improvement,ODOT OTS,2016,,2018,14580,2038,14620,Functional Class unreliable,,,,,,,,,6,41,1,1,STEUBENVILLE-WEIRTON,1,2
99960,JEF,7,19.14,2,JEF-213-0.000||Replace-the-traffic-signal-hardware-at-SR-7-&-SR-213-and-at-the-U,Intersection Improvement,ODOT OTS,2016,,2018,18350,2038,18420,Functional Class unreliable,,,,,,,,,6,41,1,1,STEUBENVILLE-WEIRTON,1,2
95369,STA,172,5.03,3,"STA-21/172-4.46/4.20||Replacement-of-two-structures,-sfn#7600062-at-STA-SR21-4.4",SHIFT,ODOT OTHER,2016,,2018,11000,2038,12000,Functional Class unreliable,,,,,,,,,6,41,1,1,CANTON,3,12
99839,CLE,32,0.55,3,CLE-32-0.63-Bells-Ln/Old-74||The-project-consists-of-upgrades-to-the-intersectio,Intersection Improvement,ODOT OTS,2016,,2018,20820,2038,23790,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,3,2
99839,CLE,32,0.76,3,CLE-32-0.63-Bells-Ln/Old-74||The-project-consists-of-upgrades-to-the-intersectio,Intersection Improvement,ODOT OTS,2016,,2018,30710,2038,34180,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,3,2
102535,HAM,50,5.67,3,HAM-50-1.05||Resurfacing-project-without-repairs-on-HAM-US-50-from-Lawrenceburg-,SHIFT,ODOT OTHER,2016,,2018,13000,2030,13000,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,3,12
102535,HAM,50,10.53,3,HAM-50-1.05||Resurfacing-project-without-repairs-on-HAM-US-50-from-Lawrenceburg-,SHIFT,ODOT OTHER,2016,,2018,14000,2030,16000,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,3,12
104003,LOR,10,6.57,3,LOR-0010C--00.50||North-Ridgeville-Reconstruct-Median-of-LOR--0010C-(Lorain-Road,Intersection Improvement,CONSULTANT,2016,,2018,15000,2038,15430,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,3,2
104003,LOR,10,6.76,3,LOR-0010C--00.50||North-Ridgeville-Reconstruct-Median-of-LOR--0010C-(Lorain-Road,Intersection Improvement,CONSULTANT,2016,,2018,9740,2038,10190,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,3,2
102097,DEL,3,7.14,3,DEL-003-07.21||Add-traffic-signal-and-left-turn-lanes-on-SR3-at-CR34-(Galena-Roa,Intersection Improvement,ODOT OTS,2016,,2018,12630,2038,16800,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,3,2
102097,DEL,3,7.26,3,DEL-003-07.21||Add-traffic-signal-and-left-turn-lanes-on-SR3-at-CR34-(Galena-Roa,Intersection Improvement,ODOT OTS,2016,,2018,12770,2038,16350,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,3,2
102832,DEL,750,5.16,3,DEL-750-4.430||Resurfacing-preventive-maintenanceDEL-750-4.43-to-7.26,SHIFT,ODOT OTHER,2016,,2018,15000,2030,18000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,3,12
102832,DEL,750,6.47,3,DEL-750-4.430||Resurfacing-preventive-maintenanceDEL-750-4.43-to-7.26,SHIFT,ODOT OTHER,2016,,2018,32000,2030,36000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,3,12
102832,DEL,750,8.16,3,DEL-750-4.430||Resurfacing-preventive-maintenanceDEL-750-4.43-to-7.26,SHIFT,ODOT OTHER,2016,,2018,49000,2030,58000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,3,12
91448,FRA,16,4.21,3,FRA-16-3.570||Bexley-urban-paving-project-(Broad-St),SHIFT,ODOT OTHER,2016,,2018,22000,2030,22000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,3,12
93136,FRA,33,10.16,3,FRA-33-9.160||Rural-and-urban-pavement-resurfacing-project,SHIFT,ODOT OTHER,2016,,2018,25000,2030,26000,Functional Class unreliable,,,,,,,,,6,41,1,1,COLUMBUS,3,12
102421,GRE,35,4.45,3,GRE-35-4.30||Construct-superstreets-at-the-US-35-with-Factory-and-Orchard.,SHIFT,ODOT OTHER,2016,,2018,37000,2038,37000,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,3,12
97242,MOT,235,0.26,3,MOT-235-1.77-R||Remove-deteriorated-non-composite-box-beams-and-replace-with-com,SHIFT,ODOT OTHER,2016,,2018,6600,2038,7100,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,3,12
99373,MOT,4,10.08,3,"MOT-4-10.06/10.46||SFN-5700396,-MOT-4-1006,-on-Opossum-CreekSFN-5700426,-MOT-4-1",SHIFT,ODOT OTHER,2016,,2018,4100,2038,4200,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,3,12
,MOT,4,24.32,3,Potential IOS for MOT 4 New Carlisle/Lower Valley Pike,SHIFT,ODOT OTHER,2016,,2018,26000,2038,28000,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,3,12
,MOT,4,24.32,3,MOT-4-2.52 ,SHIFT,ODOT OTHER,2016,,2018,26000,2038,28000,Functional Class unreliable,,,,,,,,,6,41,1,1,DAYTON,3,12
103899,TUS,39,13.02,3,TUS-39-13.040||Intersection-improvement-at-the-intersection-of-SR-39-and-Bluebel,Intersection Improvement,CONSULTANT,2016,,2018,17420,2038,19490,Functional Class unreliable,,,,,,,,,6,41,1,1,DOVER-NEW,3,2
103899,TUS,39,13.21,3,TUS-39-13.040||Intersection-improvement-at-the-intersection-of-SR-39-and-Bluebel,Intersection Improvement,CONSULTANT,2016,,2018,17840,2038,19940,Functional Class unreliable,,,,,,,,,6,41,1,1,DOVER-NEW,3,2
102035,SAN,6,13.14,3,SAN-53-6.02-sgnl-Sfty||Safety-funded-project-to-upgrade-signal-heads-and-support,Intersection Improvement,ODOT OTS,2016,,2018,10910,2038,11650,Functional Class unreliable,,,,,,,,,6,41,1,1,FREMONT,3,2
93576,ERI,6,28.72,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,8460,2038,9460,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
93576,ERI,6,28.81,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,8970,2038,10100,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
93576,ERI,6,28.87,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,11070,2038,12240,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
93576,ERI,6,29.19,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,14780,2038,15520,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
93576,ERI,6,29.23,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,14830,2038,15520,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
93576,LOR,6,1.38,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,11270,2038,12130,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
93576,LOR,6,1.44,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,12370,2038,12690,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
93576,LOR,6,2.17,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,12130,2038,12560,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
93576,LOR,6,2.3,3,ERI-VERMILION-SIGNAL||Project-involves-signal-improvements-for-nine-intersection,IMS/IJS/IFS,CONSULTANT,2016,,2018,12100,2038,12500,Functional Class unreliable,,,,,,,,,6,41,1,1,LORAIN-ELYRIA,3,11
91516,MAR,95,0.05,3,MAR-95-14.250||Marion-urban-resurfacing-projectSR95-14.25-14.75:--Columbia-and-B,SHIFT,ODOT OTHER,2016,,2018,3700,2030,3700,Functional Class unreliable,,,,,,,,,6,41,1,1,MARION,3,12
91516,MAR,95,0.17,3,MAR-95-14.250||Marion-urban-resurfacing-projectSR95-14.25-14.75:--Columbia-and-B,SHIFT,ODOT OTHER,2016,,2018,11000,2030,11000,Functional Class unreliable,,,,,,,,,6,41,1,1,MARION,3,12
91516,MAR,95,0.32,3,MAR-95-14.250||Marion-urban-resurfacing-projectSR95-14.25-14.75:--Columbia-and-B,SHIFT,ODOT OTHER,2016,,2018,9800,2030,9800,Functional Class unreliable,,,,,,,,,6,41,1,1,MARION,3,12
91516,MAR,95,15.61,3,MAR-95-14.250||Marion-urban-resurfacing-projectSR95-14.25-14.75:--Columbia-and-B,SHIFT,ODOT OTHER,2016,,2018,7000,2030,7000,Functional Class unreliable,,,,,,,,,6,41,1,1,MARION,3,12
91516,MAR,95,16.03,3,MAR-95-14.250||Marion-urban-resurfacing-projectSR95-14.25-14.75:--Columbia-and-B,SHIFT,ODOT OTHER,2016,,2018,11000,2030,11000,Functional Class unreliable,,,,,,,,,6,41,1,1,MARION,3,12
91516,MAR,95,16.47,3,MAR-95-14.250||Marion-urban-resurfacing-projectSR95-14.25-14.75:--Columbia-and-B,SHIFT,ODOT OTHER,2016,,2018,23000,2030,23000,Functional Class unreliable,,,,,,,,,6,41,1,1,MARION,3,12
91516,MAR,95,16.77,3,MAR-95-14.250||Marion-urban-resurfacing-projectSR95-14.25-14.75:--Columbia-and-B,SHIFT,ODOT OTHER,2016,,2018,24000,2030,24000,Functional Class unreliable,,,,,,,,,6,41,1,1,MARION,3,12
91516,MAR,95,17.45,3,MAR-95-14.250||Marion-urban-resurfacing-projectSR95-14.25-14.75:--Columbia-and-B,SHIFT,ODOT OTHER,2016,,2018,22000,2030,23000,Functional Class unreliable,,,,,,,,,6,41,1,1,MARION,3,12
102035,SAN,6,12.86,3,SAN-53-6.02-sgnl-Sfty||Safety-funded-project-to-upgrade-signal-heads-and-support,Intersection Improvement,ODOT OTS,2016,,2018,6050,2038,6620,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,2
100087,AUG,33,18.75,3,AUG-33-16.72||Convert-the-intersection-of-US-33-and-Wapak-Fisher-Road-to-an-offs,SHIFT,ODOT OTHER,2016,,2018,5200,2038,5700,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
100874,BRO,32,2.62,3,BRO-32-0.10-Culvert||Culvert-Liner-on-BRO-32-0.10,SHIFT,ODOT OTHER,2016,,2018,21000,2038,23000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
102031,CHP,68,12.79,3,"D07-CRFY18||Culvert-repairs-as-follows:-DAR-36-0043-(CFN-190360010),-replace-4'x",SHIFT,ODOT OTHER,2016,,2018,7000,2038,7800,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
100874,CLE,32,15.2,3,BRO-32-0.10-Culvert||Culvert-Liner-on-BRO-32-0.10,SHIFT,ODOT OTHER,2016,,2018,25000,2038,30000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
78343,GEA,422,15.2,3,GEA-422-17.35-Intersection||Improve-geometrics-and-capacity-at-the-intersection-,SHIFT,ODOT OTHER,2016,,2018,12000,2038,13000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
78343,GEA,422,18.38,3,GEA-422-17.35-Intersection||Improve-geometrics-and-capacity-at-the-intersection-,SHIFT,ODOT OTHER,2016,,2018,9900,2038,9900,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
,HAS,22,17.07,3,HAS-22-16.64 ,SHIFT,ODOT OTHER,2016,,2018,8000,2038,11000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
75530,PAU,30,0.59,3,"PAU/VAN-US-30-0.00/0.00||Minor-rehabilitation-of-US30,-grind-and-pave-1.5q-on-th",SHIFT,ODOT OTHER,2016,,2018,13000,2030,15000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
95369,STA,21,2.74,3,"STA-21/172-4.46/4.20||Replacement-of-two-structures,-sfn#7600062-at-STA-SR21-4.4",SHIFT,ODOT OTHER,2016,,2018,5400,2038,5900,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
75530,VAN,30,1.94,3,"PAU/VAN-US-30-0.00/0.00||Minor-rehabilitation-of-US30,-grind-and-pave-1.5q-on-th",SHIFT,ODOT OTHER,2016,,2018,12000,2030,14000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
75530,VAN,30,4.55,3,"PAU/VAN-US-30-0.00/0.00||Minor-rehabilitation-of-US30,-grind-and-pave-1.5q-on-th",SHIFT,ODOT OTHER,2016,,2018,13000,2030,15000,Functional Class unreliable,,,,,,,,,6,41,1,1,RURAL,3,12
17779,COL,45,23.93,3,COL-0045-23.820||AT-THE-INTERSECTION-OF-SR-45-&-CR-444A-CONSTRUCT-LEFT-TURN-STOR,Intersection Improvement,ODOT OTS,2016,,2018,6730,2038,7080,Functional Class unreliable,,,,,,,,,6,41,1,1,SALEM,3,2
,SEN,224,11.31,3,SEN-224-10.64 ,SHIFT,ODOT OTHER,2016,,2018,10000,2038,10000,Functional Class unreliable,,,,,,,,,6,41,1,1,TIFFIN,3,12
,LUC,184,0.85,3,LUC-184-0.35 ,SHIFT,ODOT OTHER,2016,,2018,21000,2030,22000,Functional Class unreliable,,,,,,,,,6,41,1,1,TOLEDO,3,12
100087,AUG,33,16.49,3,AUG-33-16.72||Convert-the-intersection-of-US-33-and-Wapak-Fisher-Road-to-an-offs,SHIFT,ODOT OTHER,2016,,2018,4700,2038,4700,Functional Class unreliable,,,,,,,,,6,41,1,1,WAPAKONETA,3,12
95409,log,47,12.96,4,LOG-47/720-13.10/4.25||Remove-and-replace-existing-overlay-with-new-LMC-using-hy,SHIFT,ODOT OTHER,2016,,2018,11000,2038,11000,Functional Class unreliable,,,,,,,,,6,41,1,1,BELLEFONTAINE,4,12
102535,HAM,50,1.38,4,HAM-50-1.05||Resurfacing-project-without-repairs-on-HAM-US-50-from-Lawrenceburg-,SHIFT,ODOT OTHER,2016,,2018,15000,2030,17000,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,4,12
102535,HAM,50,3.25,4,HAM-50-1.05||Resurfacing-project-without-repairs-on-HAM-US-50-from-Lawrenceburg-,SHIFT,ODOT OTHER,2016,,2018,13000,2030,15000,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,4,12
102535,HAM,50,4.11,4,HAM-50-1.05||Resurfacing-project-without-repairs-on-HAM-US-50-from-Lawrenceburg-,SHIFT,ODOT OTHER,2016,,2018,19000,2030,23000,Functional Class unreliable,,,,,,,,,6,41,1,1,CINCINNATI,4,12
102520,LOR,83,17.85,4,LOR-0090-20.55||Add-turn-lanes-to-the-IR-90-eastbound-and-westbound-exit-ramps-a,Intersection Improvement,CONSULTANT,2016,,2018,18020,2038,21430,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,4,2
102520,LOR,83,18.18,4,LOR-0090-20.55||Add-turn-lanes-to-the-IR-90-eastbound-and-westbound-exit-ramps-a,Intersection Improvement,CONSULTANT,2016,,2018,31550,2038,32880,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,4,2
102520,LOR,83,18.51,4,LOR-0090-20.55||Add-turn-lanes-to-the-IR-90-eastbound-and-westbound-exit-ramps-a,Intersection Improvement,CONSULTANT,2016,,2018,31380,2038,31380,Functional Class unreliable,,,,,,,,,6,41,1,1,CLEVELAND,4,2
