Project ID,Count ID,InternalProjectID,YEAR TYPE,StationID,Year,Actual AADT,Proj AADT,AADTDifference,AADT%Change,y
"28-8243-SPARS 2A-TH 212 - TH 120 to proposed CSAH 19, I-694 - Temporary TH 212 To County Road 68",28-23936-,SPARS 2A,,,1985,"4,025","10,100","6,075",150.93%,0.40
"28-8244-SPARS 2A-TH 212 - TH 120 to proposed CSAH 19, I-694 - Temporary TH 212 To County Road 68",28-23936-,SPARS 2A,,,1985,"4,025","10,100","6,075",150.93%,0.40
"28-8245-SPARS 2A-TH 212 - TH 120 to proposed CSAH 19, I-694 - Temporary TH 212 To County Road 68",28-23937-,SPARS 2A,,,1985,"12,625","19,600","6,975",55.25%,0.64
"28-8246-SPARS 2A-TH 212 - TH 120 to proposed CSAH 19, I-694 - Temporary TH 212 To County Road 68",28-23938-,SPARS 2A,,,1985,"12,625","19,600","6,975",55.25%,0.64
"28-8247-SPARS 2A-TH 212 - TH 120 to proposed CSAH 19, I-694 - Temporary TH 212 To County Road 68",28-23938-,SPARS 2A,,,1985,"12,625","19,800","7,175",56.83%,0.64
"28-8248-SPARS 2A-TH 212 - TH 120 to proposed CSAH 19, I-694 - Temporary TH 212 To County Road 68",28-23938-,SPARS 2A,,,1985,"12,625","19,800","7,175",56.83%,0.64
"28-8249-SPARS 2A-TH 212 - TH 120 to proposed CSAH 19, I-694 - Temporary TH 212 To County Road 68",28-23939-,SPARS 2A,,,1985,"15,200","23,700","8,500",55.92%,0.64
"28-8250-SPARS 2A-TH 212 - TH 120 to proposed CSAH 19, I-694 - Temporary TH 212 To County Road 68",28-23940-,SPARS 2A,,,1985,"15,200","23,700","8,500",55.92%,0.64
28-8251-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23941-,SPARS 3,,,1985,"9,200","14,300","5,100",55.43%,0.64
28-8252-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23942-,SPARS 3,,,1985,"9,200","14,300","5,100",55.43%,0.64
28-8253-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23943-,SPARS 3,,,1985,"6,425","6,500",75,1.17%,0.99
28-8254-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23944-,SPARS 3,,,1985,"6,425","6,500",75,1.17%,0.99
28-8255-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23945-,SPARS 3,,,1985,"3,025","8,100","5,075",167.77%,0.37
28-8256-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23946-,SPARS 3,,,1985,"3,025","8,100","5,075",167.77%,0.37
28-8257-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23946-,SPARS 3,,,1985,"3,025","6,100","3,075",101.65%,0.50
28-8258-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23946-,SPARS 3,,,1985,"3,025","6,100","3,075",101.65%,0.50
28-8259-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23947-,SPARS 3,,,1985,"3,725","8,000","4,275",114.77%,0.47
28-8260-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23948-,SPARS 3,,,1985,"3,725","8,000","4,275",114.77%,0.47
28-8261-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23948-,SPARS 3,,,1985,"3,725","8,100","4,375",117.45%,0.46
28-8262-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23948-,SPARS 3,,,1985,"3,725","8,100","4,375",117.45%,0.46
28-8263-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23948-,SPARS 3,,,1985,"3,725","7,100","3,375",90.60%,0.52
28-8264-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23948-,SPARS 3,,,1985,"3,725","7,100","3,375",90.60%,0.52
28-8265-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23949-,SPARS 3,,,1985,"3,475","6,700","3,225",92.81%,0.52
28-8266-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23950-,SPARS 3,,,1985,"3,475","6,700","3,225",92.81%,0.52
28-8267-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23951-,SPARS 3,,,1985,"3,475","6,600","3,125",89.93%,0.53
28-8268-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23952-,SPARS 3,,,1985,"3,475","6,600","3,125",89.93%,0.53
28-8269-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23952-,SPARS 3,,,1985,"3,475","6,100","2,625",75.54%,0.57
28-8270-SPARS 3-TH52 - Pine Bend to Proposed TH 61 near Hastings,28-23952-,SPARS 3,,,1985,"3,475","6,100","2,625",75.54%,0.57
28-8271-SPARS 4-TH 61 - From I-494 to County Road F,28-23953-,SPARS 4,,,1985,"19,300","38,900","19,600",101.55%,0.50
28-8272-SPARS 4-TH 61 - From I-494 to County Road F,28-23954-,SPARS 4,,,1985,"19,300","38,900","19,600",101.55%,0.50
28-8273-SPARS 4-TH 61 - From I-494 to County Road F,28-23955-,SPARS 4,,,1985,"12,425","23,700","11,275",90.74%,0.52
28-8274-SPARS 4-TH 61 - From I-494 to County Road F,28-23956-,SPARS 4,,,1985,"12,425","23,700","11,275",90.74%,0.52
28-8275-SPARS 4-TH 61 - From I-494 to County Road F,28-23957-,SPARS 4,,,1985,"11,400","20,200","8,800",77.19%,0.56
28-8276-SPARS 4-TH 61 - From I-494 to County Road F,28-23958-,SPARS 4,,,1985,"11,400","20,200","8,800",77.19%,0.56
28-8277-SPARS 4-TH 61 - From I-494 to County Road F,28-23959-,SPARS 4,,,1985,"12,250","18,600","6,350",51.84%,0.66
28-8278-SPARS 4-TH 61 - From I-494 to County Road F,28-23960-,SPARS 4,,,1985,"12,250","18,600","6,350",51.84%,0.66
28-8279-SPARS 4-TH 61 - From I-494 to County Road F,28-23961-,SPARS 4,,,1985,"11,950","18,700","6,750",56.49%,0.64
28-8280-SPARS 4-TH 61 - From I-494 to County Road F,28-23962-,SPARS 4,,,1985,"11,950","18,700","6,750",56.49%,0.64
28-8281-SPARS 4-TH 61 - From I-494 to County Road F,28-23963-,SPARS 4,,,1985,"11,950","19,000","7,050",59.00%,0.63
28-8282-SPARS 4-TH 61 - From I-494 to County Road F,28-23964-,SPARS 4,,,1985,"11,950","19,000","7,050",59.00%,0.63
28-8283-SPARS 4-TH 61 - From I-494 to County Road F,28-23965-,SPARS 4,,,1985,"12,150","19,100","6,950",57.20%,0.64
28-8284-SPARS 4-TH 61 - From I-494 to County Road F,28-23966-,SPARS 4,,,1985,"12,150","19,100","6,950",57.20%,0.64
28-8285-SPARS 4-TH 61 - From I-494 to County Road F,28-23967-,SPARS 4,,,1985,"13,525","19,700","6,175",45.66%,0.69
28-8286-SPARS 4-TH 61 - From I-494 to County Road F,28-23968-,SPARS 4,,,1985,"13,525","19,700","6,175",45.66%,0.69
28-8287-SPARS 4-TH 61 - From I-494 to County Road F,28-23969-,SPARS 4,,,1985,"13,400","19,800","6,400",47.76%,0.68
28-8288-SPARS 4-TH 61 - From I-494 to County Road F,28-23970-,SPARS 4,,,1985,"13,400","19,800","6,400",47.76%,0.68
28-8289-SPARS 4-TH 61 - From I-494 to County Road F,28-23971-,SPARS 4,,,1985,"15,000","18,800","3,800",25.33%,0.80
28-8290-SPARS 4-TH 61 - From I-494 to County Road F,28-23972-,SPARS 4,,,1985,"15,000","18,800","3,800",25.33%,0.80
28-8291-SPARS 4-TH 61 - From I-494 to County Road F,28-23973-,SPARS 4,,,1985,"38,650","40,500","1,850",4.79%,0.95
28-8292-SPARS 4-TH 61 - From I-494 to County Road F,28-23974-,SPARS 4,,,1985,"38,650","40,500","1,850",4.79%,0.95
28-8293-SPARS 4-TH 61 - From I-494 to County Road F,28-23975-,SPARS 4,,,1985,"31,675","40,500","8,825",27.86%,0.78
28-8294-SPARS 4-TH 61 - From I-494 to County Road F,28-23976-,SPARS 4,,,1985,"31,675","40,500","8,825",27.86%,0.78
28-8295-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23977-,SPARS 15,,,1985,"15,775","26,000","10,225",64.82%,0.61
28-8296-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23978-,SPARS 15,,,1985,"15,775","26,000","10,225",64.82%,0.61
28-8297-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23979-,SPARS 15,,,1985,"14,125","18,200","4,075",28.85%,0.78
28-8298-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23980-,SPARS 15,,,1985,"14,125","18,200","4,075",28.85%,0.78
28-8299-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23981-,SPARS 15,,,1985,"16,575","18,500","1,925",11.61%,0.90
28-8300-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23982-,SPARS 15,,,1985,"16,575","18,500","1,925",11.61%,0.90
28-8301-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23983-,SPARS 15,,,1985,"23,300","16,600","-6,700",-28.76%,1.40
28-8302-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23984-,SPARS 15,,,1985,"23,300","16,600","-6,700",-28.76%,1.40
28-8303-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23985-,SPARS 15,,,1985,"23,975","22,950","-1,025",-4.28%,1.04
28-8304-SPARS 15-TH 169 - From I-494 to CSAH 61,28-23986-,SPARS 15,,,1985,"23,975","22,950","-1,025",-4.28%,1.04
28-8305-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23987-,SPARS 16,,,1985,"7,150","13,600","6,450",90.21%,0.53
28-8306-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23988-,SPARS 16,,,1985,"7,150","13,600","6,450",90.21%,0.53
28-8307-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23989-,SPARS 16,,,1985,"7,100","12,700","5,600",78.87%,0.56
28-8308-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23990-,SPARS 16,,,1985,"7,100","12,700","5,600",78.87%,0.56
28-8309-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23991-,SPARS 16,,,1985,"5,250","2,400","-2,850",-54.29%,2.19
28-8310-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23992-,SPARS 16,,,1985,"5,250","2,400","-2,850",-54.29%,2.19
28-8311-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23993-,SPARS 16,,,1985,"4,075","3,600",-475,-11.66%,1.13
28-8312-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23994-,SPARS 16,,,1985,"4,075","3,600",-475,-11.66%,1.13
28-8313-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23995-,SPARS 16,,,1985,"7,675","11,100","3,425",44.63%,0.69
28-8314-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23996-,SPARS 16,,,1985,"7,675","11,100","3,425",44.63%,0.69
28-8315-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23997-,SPARS 16,,,1985,"7,050","17,500","10,450",148.23%,0.40
28-8316-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23998-,SPARS 16,,,1985,"7,050","17,500","10,450",148.23%,0.40
28-8317-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-23999-,SPARS 16,,,1985,"11,000","15,200","4,200",38.18%,0.72
28-8318-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-24000-,SPARS 16,,,1985,"11,000","15,200","4,200",38.18%,0.72
28-8319-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-24001-,SPARS 16,,,1985,"9,200","14,300","5,100",55.43%,0.64
28-8320-SPARS 16-TH 55 and 52- From TH 49 to TH 56,28-24002-,SPARS 16,,,1985,"9,200","14,300","5,100",55.43%,0.64
28-8321-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24003-,SPARS 17,,,1985,"6,825","16,900","10,075",147.62%,0.40
28-8322-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24004-,SPARS 17,,,1985,"6,825","16,900","10,075",147.62%,0.40
28-8323-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24005-,SPARS 17,,,1985,"6,825","5,900",-925,-13.55%,1.16
28-8324-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24006-,SPARS 17,,,1985,"6,825","5,900",-925,-13.55%,1.16
28-8325-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24007-,SPARS 17,,,1985,"6,475","5,800",-675,-10.42%,1.12
28-8326-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24008-,SPARS 17,,,1985,"6,475","5,800",-675,-10.42%,1.12
28-8327-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24009-,SPARS 17,,,1985,"6,475","5,700",-775,-11.97%,1.14
28-8328-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24010-,SPARS 17,,,1985,"6,475","5,700",-775,-11.97%,1.14
28-8329-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24011-,SPARS 17,,,1985,"6,475","5,600",-875,-13.51%,1.16
28-8330-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24012-,SPARS 17,,,1985,"6,475","5,600",-875,-13.51%,1.16
28-8331-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24013-,SPARS 17,,,1985,"6,475","5,500",-975,-15.06%,1.18
28-8332-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24014-,SPARS 17,,,1985,"6,475","5,500",-975,-15.06%,1.18
28-8333-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24015-,SPARS 17,,,1985,"6,475","5,400","-1,075",-16.60%,1.20
28-8334-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24016-,SPARS 17,,,1985,"6,475","5,400","-1,075",-16.60%,1.20
28-8335-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24017-,SPARS 17,,,1985,"6,100","5,100","-1,000",-16.39%,1.20
28-8336-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24018-,SPARS 17,,,1985,"6,100","5,100","-1,000",-16.39%,1.20
28-8337-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24019-,SPARS 17,,,1985,"5,675","3,600","-2,075",-36.56%,1.58
28-8338-SPARS 17-TH 56 - From Linden Street to CSAH 26,28-24020-,SPARS 17,,,1985,"5,675","3,600","-2,075",-36.56%,1.58
28-8339-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24021-,SPARS 18,,,1985,"8,675","6,600","-2,075",-23.92%,1.31
28-8340-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24022-,SPARS 18,,,1985,"8,675","6,600","-2,075",-23.92%,1.31
28-8341-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24023-,SPARS 18,,,1985,"9,325","7,200","-2,125",-22.79%,1.30
28-8342-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24024-,SPARS 18,,,1985,"9,325","7,200","-2,125",-22.79%,1.30
28-8343-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24025-,SPARS 18,,,1985,"8,075","8,000",-75,-0.93%,1.01
28-8344-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24026-,SPARS 18,,,1985,"8,075","8,000",-75,-0.93%,1.01
28-8345-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24027-,SPARS 18,,,1985,"6,375","8,000","1,625",25.49%,0.80
28-8346-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24028-,SPARS 18,,,1985,"6,375","8,000","1,625",25.49%,0.80
28-8347-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24029-,SPARS 18,,,1985,"6,375","7,500","1,125",17.65%,0.85
28-8348-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24030-,SPARS 18,,,1985,"6,375","7,500","1,125",17.65%,0.85
28-8349-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24031-,SPARS 18,,,1985,"5,500","8,100","2,600",47.27%,0.68
28-8350-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24032-,SPARS 18,,,1985,"5,500","8,100","2,600",47.27%,0.68
28-8351-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24033-,SPARS 18,,,1985,"5,875","8,400","2,525",42.98%,0.70
28-8352-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24034-,SPARS 18,,,1985,"5,875","8,400","2,525",42.98%,0.70
28-8353-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24035-,SPARS 18,,,1985,"18,125","36,700","18,575",102.48%,0.49
28-8354-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24036-,SPARS 18,,,1985,"18,125","36,700","18,575",102.48%,0.49
28-8355-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24037-,SPARS 18,,,1985,"20,250","39,100","18,850",93.09%,0.52
28-8356-SPARS 18-TH 56 - From Richmond St. to Grand Ave.,28-24038-,SPARS 18,,,1985,"20,250","39,100","18,850",93.09%,0.52
28-8357-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24039-,SPARS 19,,,1985,"19,300","39,650","20,350",105.44%,0.49
28-8358-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24040-,SPARS 19,,,1985,"19,300","39,650","20,350",105.44%,0.49
28-8359-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24041-,SPARS 19,,,1985,"19,300","37,450","18,150",94.04%,0.52
28-8360-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24042-,SPARS 19,,,1985,"19,300","37,450","18,150",94.04%,0.52
28-8361-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24043-,SPARS 19,,,1985,"12,425","27,950","15,525",124.95%,0.44
28-8362-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24044-,SPARS 19,,,1985,"12,425","27,950","15,525",124.95%,0.44
28-8363-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24045-,SPARS 19,,,1985,"12,800","26,950","14,150",110.55%,0.47
28-8364-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24046-,SPARS 19,,,1985,"12,800","26,950","14,150",110.55%,0.47
28-8365-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24047-,SPARS 19,,,1985,"14,500","29,450","14,950",103.10%,0.49
28-8366-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24048-,SPARS 19,,,1985,"14,500","29,450","14,950",103.10%,0.49
28-8367-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24049-,SPARS 19,,,1985,"18,075","31,650","13,575",75.10%,0.57
28-8368-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24050-,SPARS 19,,,1985,"18,075","31,650","13,575",75.10%,0.57
28-8369-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24051-,SPARS 19,,,1985,"19,750","28,000","8,250",41.77%,0.71
28-8370-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24052-,SPARS 19,,,1985,"19,750","28,000","8,250",41.77%,0.71
28-8371-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24053-,SPARS 19,,,1985,"16,275","29,900","13,625",83.72%,0.54
28-8372-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24054-,SPARS 19,,,1985,"16,275","29,900","13,625",83.72%,0.54
28-8373-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24055-,SPARS 19,,,1985,"15,200","26,200","11,000",72.37%,0.58
28-8374-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24056-,SPARS 19,,,1985,"15,200","26,200","11,000",72.37%,0.58
28-8375-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24057-,SPARS 19,,,1985,"12,625","21,300","8,675",68.71%,0.59
28-8376-SPARS 19-I-494/I-694 - From Mississippi River to TH 212 (TH 5),28-24058-,SPARS 19,,,1985,"12,625","21,300","8,675",68.71%,0.59
28-8377-SPARS 32-TH 3 - From TH 52 and TH 55 to Salem Church Rd.,28-24059-,SPARS 32,,,1985,"4,075","5,600","1,525",37.42%,0.73
28-8378-SPARS 32-TH 3 - From TH 52 and TH 55 to Salem Church Rd.,28-24060-,SPARS 32,,,1985,"4,075","5,600","1,525",37.42%,0.73
28-8379-SPARS 32-TH 3 - From TH 52 and TH 55 to Salem Church Rd.,28-24061-,SPARS 32,,,1985,"5,250","14,300","9,050",172.38%,0.37
28-8380-SPARS 32-TH 3 - From TH 52 and TH 55 to Salem Church Rd.,28-24062-,SPARS 32,,,1985,"5,250","14,300","9,050",172.38%,0.37
28-8381-SPARS 32-TH 3 - From TH 52 and TH 55 to Salem Church Rd.,28-24063-,SPARS 32,,,1985,"8,625","17,800","9,175",106.38%,0.48
28-8382-SPARS 32-TH 3 - From TH 52 and TH 55 to Salem Church Rd.,28-24064-,SPARS 32,,,1985,"8,625","17,800","9,175",106.38%,0.48
28-8383-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24065-,SPARS 33,,,1990,"23,000","16,850","-6,150",-26.74%,1.36
28-8384-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24066-,SPARS 33,,,1990,"23,000","16,850","-6,150",-26.74%,1.36
28-8385-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24067-,SPARS 33,,,1990,"62,500","42,600","-19,900",-31.84%,1.47
28-8386-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24068-,SPARS 33,,,1990,"62,500","42,600","-19,900",-31.84%,1.47
28-8387-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24069-,SPARS 33,,,1990,"60,000","34,600","-25,400",-42.33%,1.73
28-8388-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24070-,SPARS 33,,,1990,"60,000","34,600","-25,400",-42.33%,1.73
28-8389-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24071-,SPARS 33,,,1990,"60,000","42,150","-17,850",-29.75%,1.42
28-8390-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24072-,SPARS 33,,,1990,"60,000","42,150","-17,850",-29.75%,1.42
28-8391-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24073-,SPARS 33,,,1990,"19,000","18,600",-400,-2.11%,1.02
28-8392-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24074-,SPARS 33,,,1990,"19,000","18,600",-400,-2.11%,1.02
28-8393-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24075-,SPARS 33,,,1990,"19,000","16,900","-2,100",-11.05%,1.12
28-8394-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24076-,SPARS 33,,,1990,"19,000","16,900","-2,100",-11.05%,1.12
28-8395-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24077-,SPARS 33,,,1990,"15,500","14,600",-900,-5.81%,1.06
28-8396-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24078-,SPARS 33,,,1990,"15,500","14,600",-900,-5.81%,1.06
28-8397-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24079-,SPARS 33,,,1990,"15,500","14,500","-1,000",-6.45%,1.07
28-8398-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24080-,SPARS 33,,,1990,"15,500","14,500","-1,000",-6.45%,1.07
28-8399-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24081-,SPARS 33,,,1990,"16,250","14,600","-1,650",-10.15%,1.11
28-8400-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24082-,SPARS 33,,,1990,"16,250","14,600","-1,650",-10.15%,1.11
28-8401-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24083-,SPARS 33,,,1990,"20,000","18,250","-1,750",-8.75%,1.10
28-8402-SPARS 33-TH 51(Snelling Ave.) - From I-94 to Pierce-Butler Route,28-24084-,SPARS 33,,,1990,"20,000","18,250","-1,750",-8.75%,1.10
"28-8403-SPARS 37-TH 10, Jct. TH 10 with TH 96 and I-35W with TH 96",28-24085-,SPARS 37,,,1985,"28,875","23,000","-5,875",-20.35%,1.26
"28-8404-SPARS 37-TH 10, Jct. TH 10 with TH 96 and I-35W with TH 96",28-24086-,SPARS 37,,,1985,"28,875","23,000","-5,875",-20.35%,1.26
"28-8405-SPARS 37-TH 10, Jct. TH 10 with TH 96 and I-35W with TH 96",28-24087-,SPARS 37,,,1985,"35,075","25,300","-9,775",-27.87%,1.39
"28-8406-SPARS 37-TH 10, Jct. TH 10 with TH 96 and I-35W with TH 96",28-24088-,SPARS 37,,,1985,"35,075","25,300","-9,775",-27.87%,1.39
"28-8407-SPARS 37-TH 10, Jct. TH 10 with TH 96 and I-35W with TH 96",28-24089-,SPARS 37,,,1985,"13,075","9,000","-4,075",-31.17%,1.45
"28-8408-SPARS 37-TH 10, Jct. TH 10 with TH 96 and I-35W with TH 96",28-24090-,SPARS 37,,,1985,"13,075","9,000","-4,075",-31.17%,1.45
"28-8409-SPARS 37-TH 10, Jct. TH 10 with TH 96 and I-35W with TH 96",28-24091-,SPARS 37,,,1985,"10,925","10,000",-925,-8.47%,1.09
"28-8410-SPARS 37-TH 10, Jct. TH 10 with TH 96 and I-35W with TH 96",28-24092-,SPARS 37,,,1985,"10,925","10,000",-925,-8.47%,1.09
28-8411-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24093-,SPARS 45,,,1985,"3,625","2,500","-1,125",-31.03%,1.45
28-8412-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24094-,SPARS 45,,,1985,"3,625","2,500","-1,125",-31.03%,1.45
28-8413-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24095-,SPARS 45,,,1985,"8,000","4,100","-3,900",-48.75%,1.95
28-8414-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24096-,SPARS 45,,,1985,"8,000","4,100","-3,900",-48.75%,1.95
28-8415-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24097-,SPARS 45,,,1985,"10,650","6,900","-3,750",-35.21%,1.54
28-8416-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24098-,SPARS 45,,,1985,"10,650","6,900","-3,750",-35.21%,1.54
28-8417-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24099-,SPARS 45,,,1985,"12,625","8,200","-4,425",-35.05%,1.54
28-8418-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24100-,SPARS 45,,,1985,"12,625","8,200","-4,425",-35.05%,1.54
28-8419-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24101-,SPARS 45,,,1985,"13,700","8,700","-5,000",-36.50%,1.57
28-8420-SPARS 45-TH 51 (Snelling Ave.) - From TH 5 to Pierce Butler Route,28-24102-,SPARS 45,,,1985,"13,700","8,700","-5,000",-36.50%,1.57
