AdjustedForecast,BriefDescription,Count,County,ForecastMethodology,ForecastYear,ForecastYearType,FunctionalClass,ImprovementType,InternalProjectID,Length_miles,SegmentDescription,SegmentID,State,TollType,TrafficForecast,YearForecastProduced,Year_ofObservation,main_ProjectInformation_ProjectID,main_TrafficForecast_ProjectID,Error,PercentError,AbsPE
40700,The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,37500,Orange,5,2011,1,4,1,423356-1,5.452000141,,2,12,1,40700,2008,2012,12-9122-423356-1-The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,9122,-3200,-7.862407862,7.862407862
45700,The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,44500,Orange,5,2011,1,4,1,423356-1,5.452000141,from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,1,12,1,45700,2008,2012,12-9440-423356-1-The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,9440,-1200,-2.625820569,2.625820569
45700,The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,37500,Orange,5,2011,1,4,1,423356-1,5.452000141,from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,1,12,1,45700,2008,2012,12-9440-423356-1-The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,9440,-8200,-17.94310722,17.94310722
40700,The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,44500,Orange,5,2011,1,4,1,423356-1,5.452000141,,2,12,1,40700,2008,2012,12-9441-423356-1-The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,9441,3800,9.336609337,9.336609337
40700,The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,37500,Orange,5,2011,1,4,1,423356-1,5.452000141,,2,12,1,40700,2008,2012,12-9441-423356-1-The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,9441,-3200,-7.862407862,7.862407862
28300,"The SR 426 Resurfacing Project from I-4 (M.P. 0.000) to 430 feet west of SR 15/SR 600 (M.P.
1.034)",35000,Orange,4,2011,1,3,1,423353-1,1.034000039,SR 426,1,12,1,28300,2008,2012,"12-9123-423353-1-The SR 426 Resurfacing Project from I-4 (M.P. 0.000) to 430 feet west of SR 15/SR 600 (M.P.
1.034)",9123,6700,23.67491166,23.67491166
28300,"The SR 426 Resurfacing Project from I-4 (M.P. 0.000) to 430 feet west of SR 15/SR 600 (M.P.
1.034)",35000,Orange,4,2011,1,3,1,423353-1,1.034000039,SR 426,1,12,1,28300,2008,2012,"12-9442-423353-1-The SR 426 Resurfacing Project from I-4 (M.P. 0.000) to 430 feet west of SR 15/SR 600 (M.P.
1.034)",9442,6700,23.67491166,23.67491166
40800,"The SR 3/Courtenay Parkway Resurfacing Project from North of Richland Avenue
(M.P. 0.903) to SR 528 (M.P. 3.386)",26000,Brevard,1,2011,1,3,1,423352-1,2.48300004,SR 3/Courtenay Parkway,1,12,1,40800,2008,2012,"12-9124-423352-1-The SR 3/Courtenay Parkway Resurfacing Project from North of Richland Avenue
(M.P. 0.903) to SR 528 (M.P. 3.386)",9124,-14800,-36.2745098,36.2745098
40800,"The SR 3/Courtenay Parkway Resurfacing Project from North of Richland Avenue
(M.P. 0.903) to SR 528 (M.P. 3.386)",26000,Brevard,1,2011,1,3,1,423352-1,2.48300004,SR 3/Courtenay Parkway,1,12,1,40800,2008,2012,"12-9443-423352-1-The SR 3/Courtenay Parkway Resurfacing Project from North of Richland Avenue
(M.P. 0.903) to SR 528 (M.P. 3.386)",9443,-14800,-36.2745098,36.2745098
21590,The SR 405 Resurfacing Project from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,16100,Brevard,4,2010,1,3,1,423350-1,4.406000137,from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,1,12,1,18200,2008,2011,12-9126-423350-1-The SR 405 Resurfacing Project from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,9126,-5490,-25.42843909,25.42843909
21590,The SR 405 Resurfacing Project from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,16100,Brevard,4,2010,1,3,1,423350-1,4.406000137,from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,1,12,1,18200,2008,2011,12-9445-423350-1-The SR 405 Resurfacing Project from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,9445,-5490,-25.42843909,25.42843909
13100,"The SR 326 Resurfacing Project SR 326 (M.P. 0.000) to SR 25/SR 200/US
301/US 441 (M.P. 1.674).",10300,Marion,5,2011,1,3,1,423348-1,1.674000025,,1,12,1,13100,2008,2012,"12-9127-423348-1-The SR 326 Resurfacing Project SR 326 (M.P. 0.000) to SR 25/SR 200/US
301/US 441 (M.P. 1.674).",9127,-2800,-21.3740458,21.3740458
13100,"The SR 326 Resurfacing Project SR 326 (M.P. 0.000) to SR 25/SR 200/US
301/US 441 (M.P. 1.674).",10300,Marion,5,2011,1,3,1,423348-1,1.674000025,,1,12,1,13100,2008,2012,"12-9446-423348-1-The SR 326 Resurfacing Project SR 326 (M.P. 0.000) to SR 25/SR 200/US
301/US 441 (M.P. 1.674).",9446,-2800,-21.3740458,21.3740458
31100,"SR 50 Resurfacing Project from east of Lake Village Avenue (M.P. 11.289) to east of Grand Highway
(M.P. 13.918)",24000,Lake,5,2010,1,3,1,423347-1,2.628999949,,1,12,1,31100,2008,2011,"12-9128-423347-1-SR 50 Resurfacing Project from east of Lake Village Avenue (M.P. 11.289) to east of Grand Highway
(M.P. 13.918)",9128,-7100,-22.82958199,22.82958199
31100,"SR 50 Resurfacing Project from east of Lake Village Avenue (M.P. 11.289) to east of Grand Highway
(M.P. 13.918)",24000,Lake,5,2010,1,3,1,423347-1,2.628999949,,1,12,1,31100,2008,2011,"12-9447-423347-1-SR 50 Resurfacing Project from east of Lake Village Avenue (M.P. 11.289) to east of Grand Highway
(M.P. 13.918)",9447,-7100,-22.82958199,22.82958199
9650,"The SR 50 Resurfacing Project from Sumter County Line (M.P. 0.000) to CR 33/Bluff Lake Road
(M.P. 4.293)",9900,Lake,1,2011,1,3,1,423346-1,4.293000221,,1,12,1,9650,2008,2012,"12-9129-423346-1-The SR 50 Resurfacing Project from Sumter County Line (M.P. 0.000) to CR 33/Bluff Lake Road
(M.P. 4.293)",9129,250,2.590673575,2.590673575
9650,"The SR 50 Resurfacing Project from Sumter County Line (M.P. 0.000) to CR 33/Bluff Lake Road
(M.P. 4.293)",9900,Lake,1,2011,1,3,1,423346-1,4.293000221,,1,12,1,9650,2008,2012,"12-9448-423346-1-The SR 50 Resurfacing Project from Sumter County Line (M.P. 0.000) to CR 33/Bluff Lake Road
(M.P. 4.293)",9448,250,2.590673575,2.590673575
18400,"The SR 46 Resurfacing Project West of Mills Creek Bridge (M.P. 8.448) to SR 15/600/US 17-
92 (M.P. 8.929).",16000,Seminole,4,2010,1,3,1,422708-1,0.481000006,,1,12,1,18400,2008,2011,"12-9131-422708-1-The SR 46 Resurfacing Project West of Mills Creek Bridge (M.P. 8.448) to SR 15/600/US 17-
92 (M.P. 8.929).",9131,-2400,-13.04347826,13.04347826
18400,"The SR 46 Resurfacing Project West of Mills Creek Bridge (M.P. 8.448) to SR 15/600/US 17-
92 (M.P. 8.929).",16000,Seminole,4,2010,1,3,1,422708-1,0.481000006,,1,12,1,18400,2008,2011,"12-9450-422708-1-The SR 46 Resurfacing Project West of Mills Creek Bridge (M.P. 8.448) to SR 15/600/US 17-
92 (M.P. 8.929).",9450,-2400,-13.04347826,13.04347826
75300,"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",64000,Seminole,5,2011,1,3,1,422707-1,1.567999959,SR 436  0.500 Mile East of Oxford Road,1,12,1,75300,2008,2012,"12-9132-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",9132,-11300,-15.00664011,15.00664011
75300,"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",60500,Seminole,5,2011,1,3,1,422707-1,1.567999959,SR 436  0.500 Mile East of Oxford Road,1,12,1,75300,2008,2012,"12-9132-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",9132,-14800,-19.65471448,19.65471448
65400,"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",64000,Seminole,5,2011,1,3,1,422707-1,1.567999959,SR 436  0.200 Mile South of Red Bug Lake Road,2,12,1,65400,2008,2012,"12-9133-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",9133,-1400,-2.140672783,2.140672783
65400,"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",60500,Seminole,5,2011,1,3,1,422707-1,1.567999959,SR 436  0.200 Mile South of Red Bug Lake Road,2,12,1,65400,2008,2012,"12-9133-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",9133,-4900,-7.49235474,7.49235474
75300,"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",64000,Seminole,5,2011,1,3,1,422707-1,1.567999959,SR 436  0.500 Mile East of Oxford Road,1,12,1,75300,2008,2012,"12-9451-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",9451,-11300,-15.00664011,15.00664011
75300,"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",60500,Seminole,5,2011,1,3,1,422707-1,1.567999959,SR 436  0.500 Mile East of Oxford Road,1,12,1,75300,2008,2012,"12-9451-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",9451,-14800,-19.65471448,19.65471448
65400,"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",64000,Seminole,5,2011,1,3,1,422707-1,1.567999959,SR 436  0.200 Mile South of Red Bug Lake Road,2,12,1,65400,2008,2012,"12-9452-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",9452,-1400,-2.140672783,2.140672783
65400,"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",60500,Seminole,5,2011,1,3,1,422707-1,1.567999959,SR 436  0.200 Mile South of Red Bug Lake Road,2,12,1,65400,2008,2012,"12-9452-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",9452,-4900,-7.49235474,7.49235474
39400,"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",36000,Volusia,2,2012,1,3,1,422683-1,,Site 795096-M.P. 18.875,1,12,1,39400,2010,2013,"12-9134-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",9134,-3400,-8.629441624,8.629441624
39400,"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",26000,Volusia,2,2012,1,3,1,422683-1,,Site 795096-M.P. 18.875,1,12,1,39400,2010,2013,"12-9134-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",9134,-13400,-34.01015228,34.01015228
24300,"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",36000,Volusia,2,2012,1,3,1,422683-1,,Site 795099-M.P. 20.294,2,12,1,24300,2010,2013,"12-9135-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",9135,11700,48.14814815,48.14814815
24300,"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",26000,Volusia,2,2012,1,3,1,422683-1,,Site 795099-M.P. 20.294,2,12,1,24300,2010,2013,"12-9135-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",9135,1700,6.995884774,6.995884774
39400,"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",36000,Volusia,2,2012,1,3,1,422683-1,,Site 795096-M.P. 18.875,1,12,1,39400,2010,2013,"12-9453-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",9453,-3400,-8.629441624,8.629441624
39400,"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",26000,Volusia,2,2012,1,3,1,422683-1,,Site 795096-M.P. 18.875,1,12,1,39400,2010,2013,"12-9453-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",9453,-13400,-34.01015228,34.01015228
24300,"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",36000,Volusia,2,2012,1,3,1,422683-1,,Site 795099-M.P. 20.294,2,12,1,24300,2010,2013,"12-9454-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",9454,11700,48.14814815,48.14814815
24300,"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",26000,Volusia,2,2012,1,3,1,422683-1,,Site 795099-M.P. 20.294,2,12,1,24300,2010,2013,"12-9454-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",9454,1700,6.995884774,6.995884774
18400,"The SR 520 Resurfacing Project from west of A Lane (M.P. 5.000) to East of Lakeview Blvd (M.P.
5.500).",21000,Brevard,4,2010,1,3,1,422567-1,0.5,MP 5 to MP 5.5,1,12,1,18400,2008,2011,"12-9137-422567-1-The SR 520 Resurfacing Project from west of A Lane (M.P. 5.000) to East of Lakeview Blvd (M.P.
5.500).",9137,2600,14.13043478,14.13043478
18400,"The SR 520 Resurfacing Project from west of A Lane (M.P. 5.000) to East of Lakeview Blvd (M.P.
5.500).",21000,Brevard,4,2010,1,3,1,422567-1,0.5,MP 5 to MP 5.5,1,12,1,18400,2008,2011,"12-9456-422567-1-The SR 520 Resurfacing Project from west of A Lane (M.P. 5.000) to East of Lakeview Blvd (M.P.
5.500).",9456,2600,14.13043478,14.13043478
14000,"The SR 438 (Silver Star Road) Add Left Turn Lane(s) project from 600 ft
west of Orange Avenue (M.P. 0.939) to 400 ft east of Orange Avenue (M.P. 1.128).",14400,Orange,2,2011,1,4,4,422223-1,0.188999996,MP .939 to MP 1.128,1,12,1,14000,2009,2013,"12-9138-422223-1-The SR 438 (Silver Star Road) Add Left Turn Lane(s) project from 600 ft
west of Orange Avenue (M.P. 0.939) to 400 ft east of Orange Avenue (M.P. 1.128).",9138,400,2.857142857,2.857142857
14000,"The SR 438 (Silver Star Road) Add Left Turn Lane(s) project from 600 ft
west of Orange Avenue (M.P. 0.939) to 400 ft east of Orange Avenue (M.P. 1.128).",14400,Orange,2,2011,1,4,4,422223-1,0.188999996,MP .939 to MP 1.128,1,12,1,14000,2009,2013,"12-9457-422223-1-The SR 438 (Silver Star Road) Add Left Turn Lane(s) project from 600 ft
west of Orange Avenue (M.P. 0.939) to 400 ft east of Orange Avenue (M.P. 1.128).",9457,400,2.857142857,2.857142857
59100,SR 530 Resurfacing Project from SR 400 (M.P.5.789) to Bonnet Creek Bridge (M.P. 6.724).,56000,Osceola,4,2010,1,3,1,422033-1,0.935000002,MP 5.789 to MP 6.724,1,12,1,59100,2007,2011,12-9139-422033-1-SR 530 Resurfacing Project from SR 400 (M.P.5.789) to Bonnet Creek Bridge (M.P. 6.724).,9139,-3100,-5.24534687,5.24534687
59100,SR 530 Resurfacing Project from SR 400 (M.P.5.789) to Bonnet Creek Bridge (M.P. 6.724).,56000,Osceola,4,2010,1,3,1,422033-1,0.935000002,MP 5.789 to MP 6.724,1,12,1,59100,2007,2011,12-9458-422033-1-SR 530 Resurfacing Project from SR 400 (M.P.5.789) to Bonnet Creek Bridge (M.P. 6.724).,9458,-3100,-5.24534687,5.24534687
29500,The SR 5A Resurfacing Project rom Herbert St (M.P. 3.307) to North of Beville Rd (M.P. 6.174).,25500,Volusia,5,2011,1,3,1,422032-1,2.867000103,MP 3.307 to MP 6.174,1,12,1,29500,2009,2012,12-9140-422032-1-The SR 5A Resurfacing Project rom Herbert St (M.P. 3.307) to North of Beville Rd (M.P. 6.174).,9140,-4000,-13.55932203,13.55932203
29500,The SR 5A Resurfacing Project rom Herbert St (M.P. 3.307) to North of Beville Rd (M.P. 6.174).,25500,Volusia,5,2011,1,3,1,422032-1,2.867000103,MP 3.307 to MP 6.174,1,12,1,29500,2009,2012,12-9459-422032-1-The SR 5A Resurfacing Project rom Herbert St (M.P. 3.307) to North of Beville Rd (M.P. 6.174).,9459,-4000,-13.55932203,13.55932203
8700,The SR 44 Resurfacing Project from Riverside Drive (M.P. 0.000) to Peninsula Avenue (M.P. 1.433),9000,Volusia,4,2010,1,4,1,422031-1,1.432999969,MP 0 to MP 1.433,1,12,1,8700,2008,2011,12-9141-422031-1-The SR 44 Resurfacing Project from Riverside Drive (M.P. 0.000) to Peninsula Avenue (M.P. 1.433),9141,300,3.448275862,3.448275862
8700,The SR 44 Resurfacing Project from Riverside Drive (M.P. 0.000) to Peninsula Avenue (M.P. 1.433),9000,Volusia,4,2010,1,4,1,422031-1,1.432999969,MP 0 to MP 1.433,1,12,1,8700,2008,2011,12-9460-422031-1-The SR 44 Resurfacing Project from Riverside Drive (M.P. 0.000) to Peninsula Avenue (M.P. 1.433),9460,300,3.448275862,3.448275862
36500,"The SR 40 resurfacing project from South Washington Street (M.P. 0.108) to East of Beach Street
(M.P. 0.430).",14100,Volusia,4,2012,1,3,1,422030-2,0.321999997,MP 0108 to 0430,1,12,1,36500,2010,2013,"12-9142-422030-2-The SR 40 resurfacing project from South Washington Street (M.P. 0.108) to East of Beach Street
(M.P. 0.430).",9142,-22400,-61.36986301,61.36986301
36500,"The SR 40 resurfacing project from South Washington Street (M.P. 0.108) to East of Beach Street
(M.P. 0.430).",14100,Volusia,4,2012,1,3,1,422030-2,0.321999997,MP 0108 to 0430,1,12,1,36500,2010,2013,"12-9461-422030-2-The SR 40 resurfacing project from South Washington Street (M.P. 0.108) to East of Beach Street
(M.P. 0.430).",9461,-22400,-61.36986301,61.36986301
36600,The SR 40 Resurfacing Project from US 1 (M.P. 0.000) to SR A1A (M.P. 1.481,20500,Volusia,4,2010,1,3,1,422030-1,1.480999947,MP 0 to MO 1481,1,12,1,36600,2007,2011,12-9143-422030-1-The SR 40 Resurfacing Project from US 1 (M.P. 0.000) to SR A1A (M.P. 1.481,9143,-16100,-43.98907104,43.98907104
36600,The SR 40 Resurfacing Project from US 1 (M.P. 0.000) to SR A1A (M.P. 1.481,20500,Volusia,4,2010,1,3,1,422030-1,1.480999947,MP 0 to MO 1481,1,12,1,36600,2007,2011,12-9462-422030-1-The SR 40 Resurfacing Project from US 1 (M.P. 0.000) to SR A1A (M.P. 1.481,9462,-16100,-43.98907104,43.98907104
13500,The SR 44 Resurfacing Project from Lytle St (M.P. 0.000) to SR 5/US 1 (M.P. 0.934).,11700,Volusia,2,2010,1,4,1,422028-1,0.934000015,MP 0000 to MP 0.934,1,12,1,13500,2008,2011,12-9144-422028-1-The SR 44 Resurfacing Project from Lytle St (M.P. 0.000) to SR 5/US 1 (M.P. 0.934).,9144,-1800,-13.33333333,13.33333333
13500,The SR 44 Resurfacing Project from Lytle St (M.P. 0.000) to SR 5/US 1 (M.P. 0.934).,11700,Volusia,2,2010,1,4,1,422028-1,0.934000015,MP 0000 to MP 0.934,1,12,1,13500,2008,2011,12-9463-422028-1-The SR 44 Resurfacing Project from Lytle St (M.P. 0.000) to SR 5/US 1 (M.P. 0.934).,9463,-1800,-13.33333333,13.33333333
28500,"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",17800,Volusia,4,2010,1,3,1,422027-1,4.331999779,MP 26.978 to MP 27.494,1,12,1,28500,2007,2011,"12-9145-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",9145,-10700,-37.54385965,37.54385965
28500,"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",24000,Volusia,4,2010,1,3,1,422027-1,4.331999779,MP 26.978 to MP 27.494,1,12,1,28500,2007,2011,"12-9145-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",9145,-4500,-15.78947368,15.78947368
26400,"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",17800,Volusia,4,2010,1,3,1,422027-1,4.331999779,MP 27.494 to MP 31.310,2,12,1,26400,2007,2011,"12-9146-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",9146,-8600,-32.57575758,32.57575758
26400,"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",24000,Volusia,4,2010,1,3,1,422027-1,4.331999779,MP 27.494 to MP 31.310,2,12,1,26400,2007,2011,"12-9146-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",9146,-2400,-9.090909091,9.090909091
28500,"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",17800,Volusia,4,2010,1,3,1,422027-1,4.331999779,MP 26.978 to MP 27.494,1,12,1,28500,2007,2011,"12-9464-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",9464,-10700,-37.54385965,37.54385965
28500,"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",24000,Volusia,4,2010,1,3,1,422027-1,4.331999779,MP 26.978 to MP 27.494,1,12,1,28500,2007,2011,"12-9464-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",9464,-4500,-15.78947368,15.78947368
26400,"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",17800,Volusia,4,2010,1,3,1,422027-1,4.331999779,MP 27.494 to MP 31.310,2,12,1,26400,2007,2011,"12-9465-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",9465,-8600,-32.57575758,32.57575758
26400,"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",24000,Volusia,4,2010,1,3,1,422027-1,4.331999779,MP 27.494 to MP 31.310,2,12,1,26400,2007,2011,"12-9465-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",9465,-2400,-9.090909091,9.090909091
17300,"The SR 44 Resurfacing Project from Hill Ave (M.P. 6.372) to West of CR 4139/Summit Ave (M.P.
9.096)",13300,Volusia,1,2010,1,3,1,422026-1,2.723999977,MP 6.372 to MO 9.096,1,12,1,17300,2007,2011,"12-9147-422026-1-The SR 44 Resurfacing Project from Hill Ave (M.P. 6.372) to West of CR 4139/Summit Ave (M.P.
9.096)",9147,-4000,-23.12138728,23.12138728
17300,"The SR 44 Resurfacing Project from Hill Ave (M.P. 6.372) to West of CR 4139/Summit Ave (M.P.
9.096)",13300,Volusia,1,2010,1,3,1,422026-1,2.723999977,MP 6.372 to MO 9.096,1,12,1,17300,2007,2011,"12-9466-422026-1-The SR 44 Resurfacing Project from Hill Ave (M.P. 6.372) to West of CR 4139/Summit Ave (M.P.
9.096)",9466,-4000,-23.12138728,23.12138728
14100,The SR 600 Resurfacing Project from Kepler Rd (M.P. 2.763) to I-4 (M.P. 15.444,13400,Volusia,1,2010,1,3,1,422024-1,12.68099976,MP 2.763 to MP 15.444,1,12,1,14100,2007,2011,12-9149-422024-1-The SR 600 Resurfacing Project from Kepler Rd (M.P. 2.763) to I-4 (M.P. 15.444,9149,-700,-4.964539007,4.964539007
14100,The SR 600 Resurfacing Project from Kepler Rd (M.P. 2.763) to I-4 (M.P. 15.444,13400,Volusia,1,2010,1,3,1,422024-1,12.68099976,MP 2.763 to MP 15.444,1,12,1,14100,2007,2011,12-9468-422024-1-The SR 600 Resurfacing Project from Kepler Rd (M.P. 2.763) to I-4 (M.P. 15.444,9468,-700,-4.964539007,4.964539007
6100,"SR 15 Resurfacing Project from south of Washington Ave. (M.P.17.102) to Putnam
County Line (M.P. 25.873).",4400,Volusia,1,2010,1,3,1,422023-1,8.770999908,MP 17.102 to MP 25.873,1,12,1,6100,2007,2011,"12-9150-422023-1-SR 15 Resurfacing Project from south of Washington Ave. (M.P.17.102) to Putnam
County Line (M.P. 25.873).",9150,-1700,-27.86885246,27.86885246
6100,"SR 15 Resurfacing Project from south of Washington Ave. (M.P.17.102) to Putnam
County Line (M.P. 25.873).",4400,Volusia,1,2010,1,3,1,422023-1,8.770999908,MP 17.102 to MP 25.873,1,12,1,6100,2007,2011,"12-9469-422023-1-SR 15 Resurfacing Project from south of Washington Ave. (M.P.17.102) to Putnam
County Line (M.P. 25.873).",9469,-1700,-27.86885246,27.86885246
25100,"The SR 15 Resurfacing Project from the Seminole County Line (M.P. 0.000) to Barwick Rd (M.P.
0.411).",19800,Volusia,4,2010,1,3,1,422022-1,0.411000013,MP 0 to MO .411,1,12,1,25100,2007,2011,"12-9151-422022-1-The SR 15 Resurfacing Project from the Seminole County Line (M.P. 0.000) to Barwick Rd (M.P.
0.411).",9151,-5300,-21.11553785,21.11553785
